OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
648,1215104457009,,Oregon Department of Environmental Quality,ODEQ,36290,45.67721,-121.57565,Culvert under Country Club Rd. d/s of Hood River Juice Co. truck entrance,Needs Secondary Review,Potential Digitization,Stream not present in DEQ streams. Present in NHDH.,3.87425,170701,Middle Columbia,17070105,Middle Columbia-Hood,Indian Creek,,StreamNet 100K,,,,,,,
649,1240483462464,1215704457190,Oregon Department of Environmental Quality,ODEQ,35318,45.709947,-121.615503,Columbia R US of Drano Lake at Channel Marker 30 St Mi 163.6,Needs Secondary Review,Correct,Added Lake LLID,160.004174,170701,Middle Columbia,17070105,Middle Columbia-Hood,Columbia River,Lake Bonneville,StreamNet 100K,PNW 24K,,,,Freshwater,,FW
650,1215092437884,,Oregon Department of Environmental Quality,ODEQ,35919,43.76795,-121.63332,Fall River - Headwater spring SW of USFS cabin,Needs Secondary Review,Correct,,11.140479,170703,Deschutes,17070301,Upper Deschutes,Fall River,,StreamNet 100K,,,,,Freshwater,,FW
651,1214536438546,1216914434737,Oregon Department of Environmental Quality,ODEQ,35949,43.47724,-121.69157,"Little Deschutes River, 100 feet DS of Interfor outfall",Needs Secondary Review,Further Review Needed,"Stations plot inside the pond, so I added Lake LLID. Stations may NOT actually be located inside the pond, however.",59.925451,170703,Deschutes,17070302,Little Deschutes,Little Deschutes River,Unnamed Lake,NHD Med,StreamNet 100K,,,,Freshwater,,FW
652,1214536438546,1216914434737,Oregon Department of Environmental Quality,ODEQ,35950,43.47696,-121.69199,"Little Deschutes River, 35 feet east of Interfor outfall",Needs Secondary Review,Further Review Needed,"Stations plot inside the pond, so I added Lake LLID. Stations may NOT actually be located inside the pond, however.",59.954045,170703,Deschutes,17070302,Little Deschutes,Little Deschutes River,Unnamed Lake,NHD Med,StreamNet 100K,,,,Freshwater,,FW
653,1214536438546,1216914434737,Oregon Department of Environmental Quality,ODEQ,35948,43.47594,-121.69228,"Little Deschutes River, US of Interfor outfall w/i log pond",Needs Secondary Review,Correct,Added Lake LLID,60.028134,170703,Deschutes,17070302,Little Deschutes,Little Deschutes River,Unnamed Lake,NHD Med,StreamNet 100K,,,,Freshwater,,FW
654,1240483462464,1215704457190,Oregon Department of Environmental Quality,ODEQ,35322,45.697336,-121.761061,Columbia R at Wind Mountain St Mi 156.4,Needs Secondary Review,Correct,Added Lake LLID,152.760002,170701,Middle Columbia,17070105,Middle Columbia-Hood,Columbia River,Lake Bonneville,StreamNet 100K,PNW 24K,,,,Freshwater,,FW
655,1240483462464,1215704457190,Oregon Department of Environmental Quality,ODEQ,35321,45.70413,-121.823292,Columbia R at Trotter Point St Mi 153.3,Needs Secondary Review,Correct,Added Lake LLID,149.659633,170701,Middle Columbia,17070105,Middle Columbia-Hood,Columbia River,Lake Bonneville,StreamNet 100K,PNW 24K,,,,Freshwater,,FW
656,1240483462464,1215704457190,Oregon Department of Environmental Quality,ODEQ,35317,45.675508,-121.895399,Columbia R at Cascade Locks 0.3 Mi US of Channel Marker 12 (St Mi 149.4),Needs Secondary Review,Correct,Added Lake LLID,145.563087,170701,Middle Columbia,17070105,Middle Columbia-Hood,Columbia River,Lake Bonneville,StreamNet 100K,PNW 24K,,,,Freshwater,,FW
657,1222627455494,,Oregon Department of Environmental Quality,ODEQ,36798,45.54425,-122.24635,Rooster Rock Boat Basin - East Dock,Needs Secondary Review,Likely Correct,Station located inside small harbor,0.5005,170800,Lower Columbia,17080001,Lower Columbia-Sandy,Latourell Creek,,StreamNet 100K,,,,,Freshwater,,FW
658,1222627455494,,Oregon Department of Environmental Quality,ODEQ,36799,45.54339,-122.24854,Rooster Rock Boat Basin @ Latourell Ck Inlet,Needs Secondary Review,Likely Correct,Station located inside small harbor,0.506538,170800,Lower Columbia,17080001,Lower Columbia-Sandy,Latourell Creek,,StreamNet 100K,,,,,Freshwater,,FW
659,1222627455494,,Oregon Department of Environmental Quality,ODEQ,36797,45.54428,-122.24915,Rooster Rock Boat Basin at Boat Ramp,Needs Secondary Review,Likely Correct,Station located inside small harbor,0.45103,170800,Lower Columbia,17080001,Lower Columbia-Sandy,Latourell Creek,,StreamNet 100K,,,,,Freshwater,,FW
660,1224107453935,,Oregon Department of Environmental Quality,ODEQ,10868,45.432722,-122.353306,North Fork Deep Creek at Hwy 212 (upstream of Boring),Needs Secondary Review,Correct,,4.632085,170900,Willamette,17090011,Clackamas,North Fork Deep Creek,,StreamNet 100K,,,,,Freshwater,,FW
661,1230064446868,,Oregon Department of Environmental Quality,ODEQ,36274,44.75117,-122.51211,Unnamed tribuatary to North Santiam River at RM 32.5 u/s of culvert at Hwy 226,Needs Secondary Review,Potential Digitization,Stream not present in DEQ streasm. Present in NHDH,32.623223,170900,Willamette,17090005,North Santiam,North Santiam River,,StreamNet 100K,,,,,,,
662,1230064446868,,Oregon Department of Environmental Quality,ODEQ,36276,44.75294,-122.51538,North Santiam River 25 ft u/s of unnamed tributary at RM 32.5,Needs Secondary Review,Correct,,32.423282,170900,Willamette,17090005,North Santiam,North Santiam River,,StreamNet 100K,,,,,Freshwater,,FW
663,1230064446868,,Oregon Department of Environmental Quality,ODEQ,36275,44.75246,-122.51562,Unnamed tributary to North Santiam River at RM 32.5 50 ft u/s of mouth,Needs Secondary Review,Potential Digitization,Stream not present in DEQ streasm. Present in NHDH,32.415172,170900,Willamette,17090005,North Santiam,North Santiam River,,StreamNet 100K,,,,,,,
664,1227507422509,,Oregon Department of Environmental Quality,ODEQ,36393,42.26538,-122.73531,Valley View (Ashland) Landfill New SW-1,Needs Secondary Review,Further Review Needed,No matching stream name. Description suggests it's a landfill. Near Jeffery Creek.,1.448087,171003,Southern Oregon Coastal,17100308,Middle Rogue,Jeffery Creek,,StreamNet 100K,,,,,Freshwater,,FW
665,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36064,45.22948,-122.75256,"Pudding R., 120 feet DS of Aurora outfall",Needs Secondary Review,Correct,,8.355595,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
666,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36062,45.22907,-122.75261,"Pudding R., 25 feet US of Aurora outfall",Needs Secondary Review,Likely Correct,No outfall visible,8.396506,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
667,1227713456445,,Oregon Department of Environmental Quality,ODEQ,31909,45.6058,-122.7546,"St. Johns Auto Wrecking, behind food store, off-site sample",Needs Secondary Review,Remove,No streams nearby. No stream name in description. Remove?,3.020498,170900,Willamette,17090012,Lower Willamette,Columbia Slough #1,,StreamNet 100K,,,,,,,
668,1227713456445,,Oregon Department of Environmental Quality,ODEQ,36405,45.60825,-122.75702,East side of City Portland property center Tax Lot #700,Needs Secondary Review,Remove,No streams nearby. No stream name in description. Remove?,2.877299,170900,Willamette,17090012,Lower Willamette,Columbia Slough #1,,StreamNet 100K,,,,,,,
669,1227713456445,,Oregon Department of Environmental Quality,ODEQ,36404,45.60803,-122.75748,SE Corner of City Property Tax Lot #700,Needs Secondary Review,Remove,No streams nearby. No stream name in description. Remove?,2.865485,170900,Willamette,17090012,Lower Willamette,Columbia Slough #1,,StreamNet 100K,,,,,,,
670,1227618456580,,Oregon Department of Environmental Quality,ODEQ,33553,45.609,-122.7784,Portland Blast Media Site,Needs Secondary Review,Remove,No streams nearby. No stream name in description. Remove?,4.118083,170900,Willamette,17090012,Lower Willamette,Willamette River,,Modified Streamnet 100K,,,,,,,
671,1228266451046,,Oregon Department of Environmental Quality,ODEQ,11516,45.086028,-122.785972,Zollner Creek at Dominic Road,Needs Secondary Review,Correct,,3.380674,170900,Willamette,17090009,Molalla-Pudding,Zollner Creek,,StreamNet 100K,,,,,Freshwater,,FW
672,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36056,45.06729,-122.82771,"Pudding R., 50 feet US of Mt. Angel outfall",Needs Secondary Review,Correct,,38.613051,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
673,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36058,45.06777,-122.82801,"Pudding R., 100 feet DS of Mt. Angel outfall",Needs Secondary Review,Correct,,38.576655,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
674,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36067,45.10785,-122.83929,"Pudding R., 90 feet US of Gervais outfall",Needs Secondary Review,Correct,,29.174951,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
675,1227161452842,,Oregon Department of Environmental Quality,ODEQ,36069,45.1081,-122.83973,"Pudding R., 100 feet DS of Gervais outfall",Needs Secondary Review,Correct,,29.146331,170900,Willamette,17090009,Molalla-Pudding,Pudding River,,StreamNet 100K,,,,,Freshwater,,FW
676,1228818452551,,Oregon Department of Environmental Quality,ODEQ,33950,45.18669,-122.92514,"Thatcher Loen, Woodburn, tile drain outfall",Needs Secondary Review,Correct,,6.979926,170900,Willamette,17090007,Middle Willamette,Champoeg Creek,,StreamNet 100K,,,,,Freshwater,,FW
677,1240483462464,,Oregon Department of Environmental Quality,ODEQ,36044,46.09367,-122.94117,Columbia River near Rainier outfall,Needs Secondary Review,Manually Revised with IRL tool,,64.701777,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Columbia River,,StreamNet 100K,,Needs Further Review,0.070366,Freshwater,Freshwater,,FW
678,1226500453377,,Oregon Department of Environmental Quality,ODEQ,36341,45.4995,-122.98031,Hillsboro Landfill SW-2,Needs Secondary Review,Further Review Needed,"Station on Tualatin River, but description does not mention stream. Only a landfill.",43.571699,170900,Willamette,17090010,Tualatin,Tualatin River,,StreamNet 100K,,,,,Freshwater,,FW
679,1230233440232,,Oregon Department of Environmental Quality,ODEQ,36312,43.914572,-122.995629,City of Creswell Intake PWS#4100246 Coast Fork Willamette R.,Needs Secondary Review,Correct,,11.787013,170900,Willamette,17090002,Coast Fork Willamette,Coast Fork Willamette River,,StreamNet 100K,,,,,Freshwater,,FW
680,1229962452299,,Oregon Department of Environmental Quality,ODEQ,36075,45.22278,-123.0713,"Yamhill R., 100 feet DS of Dayton STP outfall",Needs Secondary Review,Correct,,4.984574,170900,Willamette,17090008,Yamhill,Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
681,1229962452299,,Oregon Department of Environmental Quality,ODEQ,36073,45.22309,-123.07179,"Yamhill R., 35 feet out from Dayton outfall",Needs Secondary Review,Correct,,5.017943,170900,Willamette,17090008,Yamhill,Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
682,1231108446398,,Oregon Department of Environmental Quality,ODEQ,36316,44.634268,-123.112473,City of Albany Intake PWS# 4100012 Albany Canal,Needs Secondary Review,Potential Digitization,Located on a canal not included in DEQ streams. In NHDH,0.37936,170900,Willamette,17090003,Upper Willamette,Santiam Canal,,StreamNet 100K,,,,,,,
683,1229962452299,,Oregon Department of Environmental Quality,ODEQ,36322,45.23891,-123.11382,"Yamhill River, 50 feet US of Lafayette outfall",Needs Secondary Review,Correct,,8.278621,170900,Willamette,17090008,Yamhill,Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
684,1231480447559,,Oregon Department of Environmental Quality,ODEQ,36875,44.7304,-123.1621,Luckiamute River at Buena Vista Road,Needs Secondary Review,Correct,,2.517733,170900,Willamette,17090003,Upper Willamette,Luckiamute River,,Modified Streamnet 100K,,,,,Freshwater,,FW
685,1227618456580,,Oregon Department of Environmental Quality,ODEQ,10351,44.638056,-123.163611,Willamette River at Adair water intake,Needs Secondary Review,Correct,,122.309362,170900,Willamette,17090003,Upper Willamette,Willamette River,,Modified Streamnet 100K,,,,,Freshwater,,FW
686,1232651442279,,Oregon Department of Environmental Quality,ODEQ,36389,44.0497,-123.1731,Amazon Creek at Beltline Road,Needs Secondary Review,Correct,,15.026157,170900,Willamette,17090003,Upper Willamette,Amazon Creek,,StreamNet 100K,,,,,Freshwater,,FW
687,1238951456889,,Oregon Department of Environmental Quality,ODEQ,36346,45.85406,-123.18764,"Nehalem River, 50 feet US of Vernonia outfall",Needs Secondary Review,Correct,,92.242973,171002,Northern Oregon Coastal,17100202,Nehalem,Nehalem River,,StreamNet 100K,,Needs Further Review,0.035123,Freshwater,Freshwater,,FW
688,1232454441820,,Oregon Department of Environmental Quality,ODEQ,36391,44.1278,-123.1907,A1 Channel at Awbrey Lane,Needs Secondary Review,Correct,,5.705928,170900,Willamette,17090003,Upper Willamette,Unnamed Stream,,StreamNet 100K,,,,,Freshwater,,FW
689,1232215461207,,Oregon Department of Environmental Quality,ODEQ,36045,46.10725,-123.20602,"Clatskanie River, 400 feet US of Clatskanie outfall",Needs Secondary Review,Correct,,1.250496,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Clatskanie River,,StreamNet 100K,,Estuary,0.054511,Freshwater,Estuary,,ES
690,1232215461207,,Oregon Department of Environmental Quality,ODEQ,36047,46.10847,-123.20656,"Clatskanie River, 100 ft DS of Clatskanie outfall",Needs Secondary Review,Correct,,1.156612,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Clatskanie River,,StreamNet 100K,,Estuary,0.053614,Freshwater,Estuary,,ES
691,1232202451614,,Oregon Department of Environmental Quality,ODEQ,36092,45.12003,-123.21041,"Salt Creek, 100 feet DS of Amity outfall",Needs Secondary Review,Correct,,6.968972,170900,Willamette,17090008,Yamhill,Salt Creek,,StreamNet 100K,,,,,Freshwater,,FW
692,1232202451614,,Oregon Department of Environmental Quality,ODEQ,36090,45.11609,-123.21363,Salt Creek @ Hwy 153 US of Amity outfall,Needs Secondary Review,Correct,,7.305506,170900,Willamette,17090008,Yamhill,Salt Creek,,StreamNet 100K,,,,,Freshwater,,FW
693,1232196446261,,Oregon Department of Environmental Quality,ODEQ,36400,44.62486,-123.2262,"Mountain View Cr., 10 ft US of tributary",Needs Secondary Review,Correct,,0.398402,170900,Willamette,17090003,Upper Willamette,Mountain View Creek,,StreamNet 100K,,,,,Freshwater,,FW
694,1232196446261,,Oregon Department of Environmental Quality,ODEQ,36397,44.62458,-123.22629,"Trib to Mountain View Cr., 15 ft US of Knoll Terrace outfall",Needs Secondary Review,Potential Digitization,"Name suggests it's on a tributary, not the actual creek. Trib not delineated on DEQ streams or NHDH.",0.402303,170900,Willamette,17090003,Upper Willamette,Mountain View Creek,,StreamNet 100K,,,,,,,
695,1232651442279,,Oregon Department of Environmental Quality,ODEQ,36390,44.1233,-123.236,Amazon Creek at Bond Road,Needs Secondary Review,Correct,,8.383328,170900,Willamette,17090003,Upper Willamette,Amazon Creek,,StreamNet 100K,,,,,Freshwater,,FW
696,1232455446954,,Oregon Department of Environmental Quality,ODEQ,14434,44.697778,-123.244444,Soap Creek upstream of Coffin Butte Landfill,Needs Secondary Review,Potential Digitization,Station appears to be located on unnamed tributary of Soap Creek,0,170900,Willamette,17090003,Upper Willamette,Unnamed Stream,,StreamNet 100K,,,,,,,
697,1232651442279,,Oregon Department of Environmental Quality,ODEQ,36788,44.215249,-123.250329,Amazon Creek at High Pass Road,Needs Secondary Review,Correct,,1.346835,170900,Willamette,17090003,Upper Willamette,Amazon Creek,,StreamNet 100K,,,,,Freshwater,,FW
698,1244292424210,,Oregon Department of Environmental Quality,ODEQ,36313,42.429941,-123.319542,City of Grants Pass Intake PWS# 4100342 Rogue River,Needs Secondary Review,Correct,,102.133585,171003,Southern Oregon Coastal,17100308,Middle Rogue,Rogue River,,StreamNet 100K,,,,,Freshwater,,FW
699,1233020445206,,Oregon Department of Environmental Quality,ODEQ,36790,44.49685,-123.330626,Muddy Creek south of Corvallis at Airport Ave.,Needs Secondary Review,Correct,,4.72865,170900,Willamette,17090003,Upper Willamette,Muddy Creek,,StreamNet 100K,,,,,Freshwater,,FW
700,1234507424301,,Oregon Department of Environmental Quality,ODEQ,36805,42.35,-123.333,"Applegate River at Murphy, OR",Needs Secondary Review,Manually Revised with IRL tool,,13.059566,171003,Southern Oregon Coastal,17100309,Applegate,Applegate River,,StreamNet 100K,,,,,Freshwater,,FW
701,1233379429474,,Oregon Department of Environmental Quality,ODEQ,36309,42.94032,-123.34412,Cow Creek at Lawson Acres water intake,Needs Secondary Review,Correct,,0.964286,171003,Southern Oregon Coastal,17100302,South Umpqua,Cow Creek,,StreamNet 100K,,,,,Freshwater,,FW
702,1234460432680,,Oregon Department of Environmental Quality,ODEQ,36311,43.063178,-123.345711,Clarks Branch Water Association Intake PWS# 4100548 S. Umpqua R.,Needs Secondary Review,Correct,,33.991229,171003,Southern Oregon Coastal,17100302,South Umpqua,South Umpqua River,,StreamNet 100K,,,,,Freshwater,,FW
703,1233020445206,,Oregon Department of Environmental Quality,ODEQ,36426,44.33018,-123.35121,"Muddy Creek, 100 ft US of Alpine CSD WWTP outfall",Needs Secondary Review,Correct,,30.080867,170900,Willamette,17090003,Upper Willamette,Muddy Creek,,StreamNet 100K,,,,,Freshwater,,FW
704,1233379429474,,Oregon Department of Environmental Quality,ODEQ,36029,42.9503,-123.35661,"Cow Creek, 100 feet DS of Riddle outfall",Needs Secondary Review,Correct,,1.96228,171003,Southern Oregon Coastal,17100302,South Umpqua,Cow Creek,,StreamNet 100K,,,,,Freshwater,,FW
705,1233379429474,,Oregon Department of Environmental Quality,ODEQ,36027,42.95028,-123.35681,"Cow Creek, 50 feet US of Riddle outfall",Needs Secondary Review,Correct,,1.972439,171003,Southern Oregon Coastal,17100302,South Umpqua,Cow Creek,,StreamNet 100K,,,,,Freshwater,,FW
706,1233829461486,,Oregon Department of Environmental Quality,ODEQ,36420,46.13707,-123.37208,"Westport Slough, 200 feet US of Westport WWTP",Needs Secondary Review,Correct,,1.166767,170800,Lower Columbia,17080003,Lower Columbia-Clatskanie,Westport Slough,,StreamNet 100K,,Estuary,0.076323,Freshwater,Estuary,,ES
707,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36089,45.09623,-123.37995,"S. Yamhill R., 100 feet DS of Sheridan outfall",Needs Secondary Review,Correct,,36.684222,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
708,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36087,45.09615,-123.38031,"S. Yamhill R., 40 feet US of Sheridan outfall",Needs Secondary Review,Correct,,36.699739,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
709,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36317,45.099177,-123.394867,City of Sheridan Intake PWS# 4100811 S. Yamhill River,Needs Secondary Review,Correct,,37.43947,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
710,1231445452258,,Oregon Department of Environmental Quality,ODEQ,35451,45.0963,-123.4176,South Yamhill River west of town of Sheridan,Needs Secondary Review,Correct,,38.691284,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
711,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36082,45.07602,-123.47775,"S. Yamhill R., 100 feet DS of Willamina outfall",Needs Secondary Review,Correct,,42.724311,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
712,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36080,45.07568,-123.47813,"S. Yamhill R., 50 feet US of Willamina outfall",Needs Secondary Review,Correct,,42.75143,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
713,1235335450476,,Oregon Department of Environmental Quality,ODEQ,36297,45.024966,-123.549091,Gold Creek at Gold Creek RD (third crossing from Fort Hill)/Yamhill River RD,Needs Secondary Review,Correct,,2.029248,170900,Willamette,17090008,Yamhill,Gold Creek,,StreamNet 100K,,,,,Freshwater,,FW
714,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36079,45.06021,-123.60369,"S. Yamhill R., 100 feet DS of Grand Ronde outfall",Needs Secondary Review,Correct,,52.505748,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
715,1231445452258,,Oregon Department of Environmental Quality,ODEQ,36077,45.06013,-123.60445,"S. Yamhill R, 25 feet US of Grand Ronde outfall",Needs Secondary Review,Correct,,52.521784,170900,Willamette,17090008,Yamhill,South Yamhill River,,StreamNet 100K,,,,,Freshwater,,FW
716,1236223450748,,Oregon Department of Environmental Quality,ODEQ,36296,45.098123,-123.620223,Agency CR at SW Grand Ronde RD,Needs Secondary Review,Correct,,2.372737,170900,Willamette,17090008,Yamhill,Agency Creek,,StreamNet 100K,,,,,Freshwater,,FW
717,1236136450642,,Oregon Department of Environmental Quality,ODEQ,36325,45.0602,-123.658,Rogue River @ Hwy. 18/Salmon River Hwy,Needs Secondary Review,Correct,,2.85535,170900,Willamette,17090008,Yamhill,Rogue River,,StreamNet 100K,,,,,Freshwater,,FW
718,1239555451826,,Oregon Department of Environmental Quality,ODEQ,36436,45.27773,-123.73423,Nestucca River D/S of East Creek at boat ramp,Needs Secondary Review,Correct,,22.722466,171002,Northern Oregon Coastal,17100203,Wilson-Trusk-Nestuccu,Nestucca River,,StreamNet 100K,,Needs Further Review,0.0434,Freshwater,Freshwater,,FW
719,1239077460945,1239008460801,Oregon Department of Environmental Quality,ODEQ,13904,46.0951,-123.9056,Cullaby Lake at N end of fishing dock,Needs Secondary Review,Correct,Added Lake LLID,0.003301,170800,Lower Columbia,17080006,Lower Columbia,Cullaby Lake,Cullaby Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.058108,Freshwater,Freshwater,,FW
720,1240230449267,,Oregon Department of Environmental Quality,ODEQ,36299,44.72644,-123.93118,"Siletz River, 100 ft U/S of Siletz STP outfall",Needs Secondary Review,Correct,,36.929731,171002,Northern Oregon Coastal,17100204,Siletz-Yaquina,Siletz River,,StreamNet 100K,,Needs Further Review,0.034262,Freshwater,Freshwater,,FW
721,1240202449262,,Oregon Department of Environmental Quality,ODEQ,36256,44.9363,-123.9716,City of Lincoln City Intake,Needs Secondary Review,Likely Correct,No stream name provided. Located on Schooner Creek,3.134655,171002,Northern Oregon Coastal,17100204,Siletz-Yaquina,Schooner Creek,,StreamNet 100K,,Needs Further Review,0.046932,Freshwater,Freshwater,,FW
722,1240112424896,,Oregon Department of Environmental Quality,ODEQ,36681,42.50029,-123.99844,Indigo Creek Below NF,Needs Secondary Review,Correct,,1.149973,171003,Southern Oregon Coastal,17100311,Illinois,Indigo Creek,,StreamNet 100K,,,,,Freshwater,,FW
723,1240300434242,,Oregon Department of Environmental Quality,ODEQ,13568,43.433056,-124.023333,East Fork Millicoma River at Private Road,Needs Secondary Review,Correct,,0.913159,171003,Southern Oregon Coastal,17100304,Coos,East Fork Millicoma River,,StreamNet 100K,,Needs Further Review,0.035985,Freshwater,Freshwater,,FW
724,1240300434241,,Oregon Department of Environmental Quality,ODEQ,13569,43.425,-124.030556,West Fork Millicoma River at Allegany,Needs Secondary Review,Manually Revised with IRL tool,,0,171003,Southern Oregon Coastal,17100304,Coos,West Fork Millicoma River,,StreamNet 100K,,Needs Further Review,0.04428,Freshwater,Freshwater,,FW
725,1240473426347,,Oregon Department of Environmental Quality,ODEQ,30369,42.633719,-124.046723,Foster Creek at mouth,Needs Secondary Review,Manually Revised with IRL tool,,0,171003,Southern Oregon Coastal,17100310,Lower Rogue,Foster Creek,,StreamNet 100K,,Needs Further Review,0.074487,Freshwater,Freshwater,,FW
726,1240518425715,,Oregon Department of Environmental Quality,ODEQ,36679,42.57254,-124.04855,Shasta Costa Creek at Rd 33 Bridge,Needs Secondary Review,Correct,,0.195087,171003,Southern Oregon Coastal,17100310,Lower Rogue,Shasta Costa Creek,,StreamNet 100K,,Needs Further Review,0.079084,Freshwater,Freshwater,,FW
727,1240480426439,,Oregon Department of Environmental Quality,ODEQ,36678,42.6447,-124.04889,Billings Creek at Mouth,Needs Secondary Review,Correct,,0.071617,171003,Southern Oregon Coastal,17100310,Lower Rogue,Billings Creek,,StreamNet 100K,,Needs Further Review,0.114531,Estuary,Freshwater,Salinity downstream is below threshold,FW
728,1240300434241,,Oregon Department of Environmental Quality,ODEQ,36053,43.4769,-124.0557,Millicoma River at USGS Gaging Station (RM 6.6),Needs Secondary Review,Manually Revised with IRL tool,,6.77992,171003,Southern Oregon Coastal,17100304,Coos,West Fork Millicoma River,,StreamNet 100K,,Needs Further Review,0.035554,Freshwater,Freshwater,,FW
729,1244292424210,,Oregon Department of Environmental Quality,ODEQ,10599,42.58725,-124.061667,Rogue River at bridge upstream of Agness,Needs Secondary Review,Manually Revised with IRL tool,,30.163044,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,,Needs Further Review,0.061722,Freshwater,Freshwater,,FW
730,1240662425495,,Oregon Department of Environmental Quality,ODEQ,10425,42.548747,-124.063489,Illinois River at mouth,Needs Secondary Review,Correct,,0.215553,171003,Southern Oregon Coastal,17100311,Illinois,Illinois River,,StreamNet 100K,,,,,Freshwater,,FW
731,1240724425534,,Oregon Department of Environmental Quality,ODEQ,36683,42.55153,-124.07316,Tom Fry Creek Near Mouth,Needs Secondary Review,Correct,Stream not connected to Rogue River,0.15072,171003,Southern Oregon Coastal,17100310,Lower Rogue,Tom Fry Creek,,StreamNet 100K,,Needs Further Review,0.079084,Freshwater,Freshwater,,FW
732,1240778428983,,Oregon Department of Environmental Quality,ODEQ,36250,42.8995,-124.0759,Woodward Creek at Gant Creek Road,Needs Secondary Review,Correct,,0.113006,171003,Southern Oregon Coastal,17100305,Coquille,Woodward Creek,,StreamNet 100K,,Needs Further Review,0.102783,Estuary,Freshwater,Surrounding stations are freshwater.,FW
733,1241051435643,,Oregon Department of Environmental Quality,ODEQ,36216,43.568641,-124.095733,Benson Cr at Benson Cr Rd Bridge (Tenmile),Needs Secondary Review,Correct,,0.663758,171003,Southern Oregon Coastal,17100304,Coos,Benson Creek,,StreamNet 100K,,Needs Further Review,0.061722,Freshwater,Freshwater,,FW
734,1240992429487,,Oregon Department of Environmental Quality,ODEQ,36247,42.9501,-124.0961,Yellow Creek at Mouth,Needs Secondary Review,Correct,,0.203888,171003,Southern Oregon Coastal,17100305,Coquille,Yellow Creek,,StreamNet 100K,,Needs Further Review,0.102783,Estuary,Freshwater,Downstream stations freshwater,FW
735,1241211435984,,Oregon Department of Environmental Quality,ODEQ,20447,43.595028,-124.096472,Big Creek (Tenmile Lake),Needs Secondary Review,Correct,,1.59158,171003,Southern Oregon Coastal,17100304,Coos,Big Creek,,StreamNet 100K,,Needs Further Review,0.045162,Freshwater,Freshwater,,FW
736,1241417430803,,Oregon Department of Environmental Quality,ODEQ,36253,42.9322,-124.1016,South Fork Coquille River at RM. 21.7,Needs Secondary Review,Correct,,21.295248,171003,Southern Oregon Coastal,17100305,Coquille,South Fork Coquille River,,StreamNet 100K,,Needs Further Review,0.058108,Freshwater,Freshwater,,FW
737,1241109429057,,Oregon Department of Environmental Quality,ODEQ,36344,42.906,-124.111,Baker Creek at mouth,Needs Secondary Review,Correct,,0,171003,Southern Oregon Coastal,17100305,Coquille,Baker Creek,,StreamNet 100K,,Needs Further Review,0.087867,Freshwater,Freshwater,,FW
