"PARAMETER_KEY","Result","NAME","ABBREVIATION","Name.full","SAMPLE_DATE","SAMPLE_TIME","STATION_KEY","LOCATION_DESCRIPTION","SAMPLE_MATRIX","METHOD_DETECTION_LIMIT","METHOD_REPORTING_LIMIT","QA_QC_TYPE","STATUS","UNIT","SUBPROJECT_NAME","Result_clean"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 14:43:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"91","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 14:43:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","91"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 16:57:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 16:57:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 13:26:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 13:26:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 19:03:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 19:03:00,36536,"Elk River Estuary Approx 1.2 MI from Mouth","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 15:50:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 15:50:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 13:35:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 13:35:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 10:20:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"80","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 10:20:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","80"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 06:00:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 06:00:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 08:20:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"85","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 08:20:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","85"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 17:43:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 17:43:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 08:40:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"110","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 08:40:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","110"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 06:00:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"115","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 06:00:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","115"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 10:30:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"110","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 10:30:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","110"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 10:31:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"110","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 10:31:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","110"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 17:55:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"100","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 17:55:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","100"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 15:15:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"106","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 15:15:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","106"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 12:50:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 12:50:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 07:05:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"95","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 07:05:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","95"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 09:52:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"97","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 09:52:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","97"
5195,"95","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 13:48:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","95"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 13:48:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 17:10:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"99","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 17:10:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","99"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 14:55:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"96","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 14:55:00,36537,"Elk River Estuary Approx 1.08 MI from Mouth ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","96"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 15:32:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 15:32:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 12:55:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 12:55:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 10:40:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 10:40:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 17:27:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"82","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 17:27:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","82"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 08:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 08:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 08:01:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 08:01:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 06:22:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"83","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 06:22:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","83"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 06:05:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 06:05:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 10:28:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"89","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 10:28:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","89"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 08:33:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 08:33:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 20:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 20:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 15:50:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 15:50:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 18:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 18:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 18:01:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 18:01:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 12:39:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"90","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 12:39:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","90"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 07:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"93","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 07:00:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 07:30:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 17:12:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"93","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 17:12:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 17:13:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"93","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 17:13:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 09:23:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 09:23:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 14:40:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 14:40:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 13:31:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 13:31:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 13:32:00,36556,"Elk River above Swamp Creek","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 13:32:00,36556,"Elk River above Swamp Creek","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 11:00:00,36559,"Swamp Cr at Lower Reservoir US End Fish Passage Culvert","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"156","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 11:00:00,36559,"Swamp Cr at Lower Reservoir US End Fish Passage Culvert","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","156"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 09:10:00,36559,"Swamp Cr at Lower Reservoir US End Fish Passage Culvert","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"188","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 09:10:00,36559,"Swamp Cr at Lower Reservoir US End Fish Passage Culvert","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","188"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 17:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"153","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 17:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","153"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 15:48:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"152","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 15:48:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","152"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 10:50:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"152","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 10:50:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","152"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 06:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"153","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 06:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","153"
5229,"0","Salinity","Field","FieldSalinity",2005-07-05,1899-12-30 08:20:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"152","Conductivity","Field","FieldConductivity",2005-07-05,1899-12-30 08:20:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","152"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 08:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"159","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 08:40:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","159"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 06:14:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"158","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 06:14:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","158"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 10:38:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"159","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 10:38:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","159"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 12:43:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"159","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 12:43:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","159"
5229,"0","Salinity","Field","FieldSalinity",2005-08-09,1899-12-30 18:15:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"158","Conductivity","Field","FieldConductivity",2005-08-09,1899-12-30 18:15:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","158"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 06:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"187","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 06:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","187"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 10:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"185","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 10:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","185"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 13:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"186","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 13:58:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","186"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 17:41:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"181","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 17:41:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","181"
5229,"0","Salinity","Field","FieldSalinity",2005-09-13,1899-12-30 15:06:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"186","Conductivity","Field","FieldConductivity",2005-09-13,1899-12-30 15:06:00,36560,"Swamp Cr at Mouth (Elk)","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","186"
5195,"108","Conductivity","Field","FieldConductivity",2004-08-18,1899-12-30 10:40:00,36565,"Cedar Cr Halfway Between Logs","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","108"
5195,"88","Conductivity","Field","FieldConductivity",2004-08-18,1899-12-30 10:25:00,36566,"Cedar Cr at BBQ","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","88"
