OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
2435,Klamath Strait Drain at mouth,42.0852,-121.8699,0.27,1218729420836,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23240,Klamath Strait,,
2436,Willow Creek 50 meters downstream of Heppner City Park at Church Street,45.358,-119.5531,50.7,1200159457949,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25155,Willow Creek,,
2437,Crooked Creek upstream of Hwy 62 Crossing,42.643817,-121.944275,5.4,1219457425985,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25796,Crooked Creek,,
2438,Malheur River just downstream of irrigation pump opposite of Ontario WWTP ponds,44.04512,-117.01044,3.14,1169731440585,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33261,Malheur River,,100K
2439,Coalbank Slough at mouth,43.360278,-124.205556,0.1,1242064433621,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13387,Coalbank Slough,,
2440,McGuire Creek at John Weber Park,45.631361,-121.544222,0.05,1215436456319,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13173,Unnamed Stream,,24K
2441,Cow Creek below McCullough Creek,42.746134,-123.454714,38.4,1233379429474,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29231,Cow Creek,,
2442,Jackson Creek downstream off Black Canyon Creek,42.963194,-122.704033,10.5,1228807429694,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29271,Jackson Creek,,
2443,Mill Creek,44.191385,-122.69387,7.7,1228397441900,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26864,Mill Creek,,
2444,"South Fork Coquille River at River Mile 25, downstream of Baker Creek",42.907458,-124.111387,24.8,1241417430803,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25762,South Fork Coquille River,,
2445,North Fork Necanicum River at Hwy 26 (Necanicum River Mile 15.2),45.908216,-123.805572,0.3,1238080459054,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23555,North Fork Necanicum River,,
2446,Kenutchen Creek at Powell Ranch (tributary of Bear Creek),42.268972,-122.766144,1.5,1227936422632,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21399,Kenutchen Creek,,
2447,Willamette River at Oswego Log Dump,45.418583,-122.654111,20.3,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10336,Willamette River,,
2448,Indian Creek near mouth,45.701102,-121.50978,0,1215104457009,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21634,Indian Creek,,
2449,Santiam River upstream of Jefferson Treatment Plant,44.722806,-123.015056,9.3,1231425447502,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24339,Santiam River,,
2450,Sunset Lake off Sunset Beach RD,46.100278,-123.929167,2.06,1239233460714,1239267460988,Sunset Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,12692,Sunset Lake,StreamNet,100K
2451,"North Santiam River ",44.720312,-122.952958,4.09,1230064446868,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33834,North Santiam River,,100K
2452,Nehalem Bay southwest of Dean Point on tidal flat,45.697385,-123.899479,3.78,1239368456576,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25676,Nehalem Bay,,100K
2453,"Juniper Creek, hike downslope and due west from end on FSR 486 (Hills, Middle Fork Willamette)",43.626108,-122.31529,1.2,1223078436402,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23904,Juniper Creek,,
2454,Yaquina River at Marker #26,44.579722,-124.000556,7.4,1240830446097,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13327,Yaquina River,,
2455,Blowout Creek downstream of Divide Creek at River Mile 5.9 (tributary to North Santiam River at River Mile 52.3),44.64717,-122.12332,5.9,1222080446950,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29655,Blowout Creek,,
2456,Sprague River Near Hwy 140 Milepost 45,42.441028,-121.183611,73.8,1218738425716,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21534,Sprague River,,
2457,"SW-1, Creek upstream of Roseburg Landfill",43.1851,-123.3876,0.84,1233715431837,,,,,Oregon Department of Environmental Quality,ODEQ,FW,15700,Unnamed Stream,,24K
2458,Link River at mouth (Klamath Falls),42.218778,-121.788361,234.4,1221913420005,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10768,Klamath River,,
2459,"Port Point Beach, Port Orford",42.74095,-124.49772,287.86,1240637462558,,,OR154754,Port Point Beach,Oregon Department of Environmental Quality,ODEQ,SW,30473,Pacific Ocean,,100K
2460,Coyote Creek at Cantrell Road,44.041111,-123.266111,2.7,1232820440749,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10150,Coyote Creek,,
2461,Pine Creek near OR/WA state line at State Line Road,45.999458,-118.586381,5.2,1186528460280,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23503,Pine Creek,,
2462,Multnomah Channel at Sauvie Island Mooring between houseboats 39 and 40,45.64956,-122.82895,18.7,1227863458618,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30757,Multnomah Channel,,
2463,Pine Grove tributary upstream of Neal Creek,45.64894,-121.51522,0.02,1215137456488,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28856,Unnamed Stream,,24K
2464,Sunshine CR at 240th Avenue,45.4445,-122.4164,1.93,1223961454655,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34406,Unnamed Stream,,100K
2465,Ferry Creek at mouth,43.1225,-124.408333,0.1,1244101431233,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13530,Ferry Creek,,
2466,Tenmile Creek upstream of Lakeside STP outfall,43.571306,-124.180111,4.6,1242320435616,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12605,Tenmile Creek,,
2467,Fifteenmile Creek,45.38719,-121.35167,43.2,1211264456185,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30344,Fifteenmile Creek,,
2468,Shitike Creek upstream of Peters Pasture (Deschutes),44.74658,-121.64232,24.2,1212285447619,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24058,Shitike Creek,,
2469,Nehalem R Stormwater Outfall Pipe at Nehalem City Dock,45.7166,-123.8937,2.5,1238951456889,,,,,Oregon Department of Environmental Quality,ODEQ,ES,24487,Nehalem River,,
2470,Moolack Beach,44.70444,-124.06224,129.76,1240637462558,,,OR475512,Moolack Beach,Oregon Department of Environmental Quality,ODEQ,SW,30487,Pacific Ocean,,100K
2471,Clatskanie River upstream of Little Clatskanie River,45.988398,-123.039164,15.97,1232215461207,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23540,Clatskanie River,,
2472,Prouty Creek at Frank Crane Road (Miami),45.619533,-123.85472,0.34,1238584456153,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33143,Prouty Creek,,100K
2473,Twentymile Creek at confluence with Twelvemile Creek,42.052889,-119.968306,9.2,1198315422125,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24158,Twentymile Creek,,
2474,Doe Creek near mouth,42.92553,-123.50317,0.1,1235041429234,,,,,Oregon Department of Environmental Quality,ODEQ,FW,27945,Doe Creek,,
2475,Indian Ford Creek downstream of wetlands,44.357763,-121.62112,8.7,1215242442914,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23156,Indian Ford,,
2476,Cullaby Lake at middle,46.084167,-123.903056,0.78,1239077460945,1239008460801,Cullaby Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,13959,Cullaby Lake,StreamNet,100K
2477,Griffin Creek at Beall Lane,42.362694,-122.919611,2.4,1229250423955,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12728,Griffin Creek,,
2478,Lick Creek at Little Butte Creek confluence,42.46434,-122.69523,0.11,1226975424638,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25973,Lick Creek,,100K
2479,Lower Big Creek,44.76948,-118.77764,5.3,1188742447658,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30387,Big Creek,,
2480,Coos Bay,43.406667,-124.218056,10.7,1243397433543,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20700,Coos Bay,,
2481,North Fork Coquille River below Laverne Park,43.25863,-124.04154,30.4,1241417430804,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23958,North Fork Coquille River,,
2482,Columbia River at Riverfront Park (The Dalles),45.601111,-121.171111,186.1,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12044,Columbia River,,
2483,John Day River side channel behind huge rock outcrop,44.7387,-120.2824,134.28,1206499457318,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32459,John Day River,,100K
2484,"Basin Creek, upstream of confluence with Willow Creek, south of Huntington",44.3433,-117.9253,55.8,1172554440234,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30444,Willow Creek,,
2485,Bear Creek at mouth (Salmon River),45.0039,-123.9039,0,1239039450039,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33100,Bear Creek,,100K
2486,Coquille Bay (River Mile 3.5) at Bullards Beach State Park Boat Ramp,43.146944,-124.399444,2.8,1244273431235,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13525,Coquille River,,
2487,Sandy River above mouth of Zig Zag River at river mile 43.3,45.35493,-121.9395,42.99,1224071455697,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34083,Sandy River,,100K
2488,John Day River at Black Pool,44.7387,-120.2824,134.28,1206499457318,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32460,John Day River,,100K
2489,Lake Creek at Stage Coach Rd.,44.05644,-123.79496,0.17,1237980440554,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34221,Lake Creek,,100K
2490,Tillamook Bay at Doug Creasy's #16,45.533333,-123.949167,2.2,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13683,Tillamook Bay,,
2491,Salt Creek at Hwy 22,44.9975,-123.3561,1.28,1233348450021,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35100,West Fork Salt Creek,,100K
2492,"Cedar Creek near mouth above Hwy 126 off Bishop Road (Elk Creek, Long Tom, Willamette)",44.0679,-123.5338,0.4,1235252440666,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30686,Cedar Creek,,
2493,Umpqua River at Leeds Island,43.726111,-124.126944,8.2,1242038436694,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13706,Umpqua River,,
2494,"Columbia River at River Mile 21, 1.5 nautical miles southeast of Grays Point",46.25849,-123.736685,16.93,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32183,Columbia River,,100K
2495,"South Fork Coquille River, River Mile 1.0, Myrtle Point boat ramp",43.066765,-124.147438,1,1241417430803,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25754,South Fork Coquille River,,
2496,East Fork Nehalem River at Scappose-Vernonia Road (River Mile 6.0),45.839785,-123.086439,7.9,1231454459017,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23593,East Fork Nehalem River,,
2497,Neal Creek at Fir Mountain Road,45.6389,-121.5135,2.21,1215257456640,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33603,Neal Creek,,100K
2498,Depot Cr @ Siletz Hwy 2mi N of Hwy 20 (Yaquina),44.6561,-123.9529,2,1239498446309,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34762,Depot Creek,,
2499,"Fairview Creek, 0.1 mile upstream of Walton Creek (Sharps, Coast Fork Willamette, Willamette)",43.58841,-122.709301,0.5,1227154435826,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23924,Fairview Creek,,
2500,"Oswego Canal at Bryant Bridge, Oswego Lake, (Tualatin, Willamette)",45.3955,-122.7182,0.65,1227145454037,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25264,Oswego Canal,,DEQ
2501,"Little Butte Creek in Eagle Point above Archood Street storm drain (River Mile 5.4), Rogue River",42.47305,-122.799076,5.1,1228754424514,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30871,Little Butte Creek,,
2502,Woahink Lake at Junction of Summerbell and Main Body (Atlas Site),43.9177,-124.0963,1.48,1241139439000,1241024439111,Woahink Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,34395,Woahink Lake,StreamNet,100K
2503,Coos Bay at Jordan Point,43.431389,-124.233889,8.1,1243397433543,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13605,Coos Bay,,
2504,Pudding River at Hazel Green Road,45.009694,-122.842361,46.6,1227161452842,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11535,Pudding River,,
2505,Tenmile Creek at Spinreel Campground boat ramp,43.570457,-124.20297,2.6,1242320435616,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29440,Tenmile Creek,,
2506,"Fishhole Creek at Hwy 140 upstream of Bly, OR",42.396944,-121.032167,1.7,1210372424183,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21568,Fishhole Creek,,
2507,Little Butte Cr. at bridge in town of Lake Creek (Rogue),42.42176,-122.62136,16.39,1228754424514,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26632,Little Butte Creek,,100K
2508,Tillamook Bay at Sam's Point Pier,45.524167,-123.896667,3.3,1239378455599,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13648,Tillamook Bay,,
2509,Trib to Indian Cr (at RM 1.38) between Indian Cr Rd bridges,45.682147,-121.544407,0.9,1215332456905,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35583,Unnamed Stream,,
2510,Mosier Creek downstream of falls,45.6835,-121.3925,0.7,1213974456915,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25198,Mosier Creek,,
2511,Willamette River at River Mile 115 near Millersburg,44.675611,-123.102389,114.96,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33854,Willamette River,,100K
2512,Walla Walla River at Day Road south,45.900972,-118.333181,49.3,1189393460624,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23492,Walla Walla River,,
2513,Odell Lake at its deepest point,43.56346,-121.99023,,,1219963435741,Odell Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,25507,Wharf Creek,StreamNet,100K
2514,Columbia River at rivermile 180 (WA),45.6745,-121.2351,179.7,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34163,Columbia River,,100K
2515,Nehalem Bay at Paradise Cove Dock,45.6886,-123.9013,3.6,1239368456576,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13296,Nehalem Bay,,
2516,Jackson Creek at Ross Lane (tributary of Bear Creek),42.34575,-122.930944,4.9,1229416424128,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23108,Jackson Creek,,
2517,"OR2000-0028, Columbia River 28",45.54575,-122.31476,122.2,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24010,Columbia River,,
2518,Depot Slough at mouth,44.615278,-123.938889,0.1,1239404446146,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13339,Depot Slough,,
2519,Necanicum River at 12th Ave (Seaside),46.001553,-123.922203,1.5,1239277460111,,,,,Oregon Department of Environmental Quality,ODEQ,ES,11226,Necanicum River,,
2520,Rice Creek at mouth,43.083702,-123.413227,0.1,1234142430839,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30694,Rice Creek,,
2521,Lake Creek,43.252422,-122.17079,5.4,1221642431901,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26852,Lake Creek,,
2522,Grande Ronde River 50 feet downstream of Elgin WWTP outfall,45.57775,-117.913417,96.7,1169845460718,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23022,Grande Ronde River,,
2523,Umpqua River at Marker #6,43.670278,-124.198889,0.2,1242038436694,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13696,Umpqua River,,
2524,Zig Zag River,45.33885,-121.9218,1.5,1219454453487,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21854,Zigzag River,,
2525,West Fork Hood River northwest of Hwys 10 & 18 junction,45.464478,-121.7812,13.8,1216335456049,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21877,West Fork Hood River,,
2526,West Drew Creek upstream site at RM 1.62,44.1418,-123.25287,1.56,1232397441583,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34849,Unnamed Stream,,24K
2527,Lookout Creek,44.21367,-122.113264,9.2,1222619442061,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26809,Lookout Creek,,
2528,Walla Walla River at Grove School Bridge,45.921502,-118.375498,46.23,1189393460624,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32007,Walla Walla River,,100K
2529,Johnson Creek downstream of Thermofluids outfall #3,45.46909,-122.5645,6.4,1226465454422,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31337,Johnson Creek,,
2530,Marks Creek at Spears Meadow,44.41128,-120.4977,8.13,1205777443344,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33779,Marks Creek,,
2531,Upper Neal Creek above agriculture diversion,45.58937,-121.49539,6,1215257456640,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25123,Neal Creek,,
2532,Youngs Bay,46.169167,-123.872222,2,1239022461911,,,,,Oregon Department of Environmental Quality,ODEQ,ES,20666,Youngs Bay,,
2533,"Muddy Creek at Bush Gardens Road (tributary to Willamette River at River Mile 132.6, right bank)",44.2127,-123.0762,47.4,1232226445374,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28781,Muddy Creek,,
2534,"Tualatin River at mouth, 200 feet d/s of bridge",45.33846,-122.65278,0.14,1226500453377,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34540,Tualatin River,,100K
2535,Yaquina River near Marker #38,44.583758,-123.960575,9.98,1240830446097,,,,,Oregon Department of Environmental Quality,ODEQ,ES,31598,Yaquina River,,100K
2536,Rogue River upstream of Hog Creek Boat Launch,42.53947,-123.50032,82.5,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30519,Rogue River,,
2537,"McKenzie River at Helfrich Boat Ramp, 1.8 miles upstream of Gate Creek",44.127683,-122.535167,38.7,1230673441173,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28504,McKenzie River,,
2538,Willow Creek near Whitehorse Ranch,42.191504,-118.212933,23.99,1182718424975,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31498,Willow Creek,,
2539,Long Tom River at Stow Pit Road (Monroe),44.342861,-123.294444,5.4,1232400443847,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11140,Long Tom River,,
2540,Oriental Creek,44.99637,-118.72535,1.91,1187277449752,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26927,Oriental Creek,,
2541,Isthmus Slough upstream of transmission lines,43.3389,-124.1952,3.92,1241999433841,,,,,Oregon Department of Environmental Quality,ODEQ,ES,33075,Isthmus Slough,,100K
2542,Neskowin Creek at Hwy 101,45.08894,-123.96872,1.4,1239871451000,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22590,Neskowin Creek,,
2543,"Harris Beach, mid point of south parking lot",42.06709,-124.31467,348.47,1240637462558,,,OR270205,Harris Beach State Park,Oregon Department of Environmental Quality,ODEQ,SW,31555,Pacific Ocean,,
2544,SUCKER CR AT RM 23.51,42.0236,-123.3849,23.5,1236144421299,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34472,Sucker Creek,,
2545,Applegate River at Cantrall Buckley Park (Rogue),42.22088,-123.06467,32.67,1234507424301,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28358,Applegate River,,100K
2546,South Umpqua at Melrose Road,43.241778,-123.411056,4.9,1234460432680,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10442,South Umpqua River,,
2547,Clackamas River at Riverside Park,45.3961,-122.5618,3.3,1226050453723,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29045,Clackamas River,,
2548,Creek at entrance to Touvelle State Park,42.439716,-122.889485,131.2,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30316,Rogue River,,
2549,John Day River upstream of Bone Creek,44.70173,-119.64703,186.25,1206499457318,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31985,John Day River,,100K
2550,Donner Und Blitzen River upstream of Page Springs Campground,42.801083,-118.866583,44.3,1188441432985,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12265,Donner and Blitzen River,,
2551,Beaver Creek at confluence with Nestucca River,45.2749,-123.8266,15.6,1239555451826,,,,,Oregon Department of Environmental Quality,ODEQ,FW,22593,Nestucca River,,
2552,"Nye Beach, 0.3 km north of stairs at Hallmark Resort",44.63336,-124.06754,136.4,1240637462558,,,OR578688,Nye Beach,Oregon Department of Environmental Quality,ODEQ,SW,29245,Pacific Ocean,,
2553,"Short Creek, near Diamond Lake",43.1389,-122.1372,1.1,1221521431498,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25249,Camp Creek,,
2554,"Burnt River at River Mile 19 (Snake), 0.5 miles upstream of exit 335 from I-84",44.49622,-117.37025,17.8,1172299443641,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26589,Burnt River,,
2555,"Columbia River at River Mile 21, 0.5 nautical miles southeast of Red Marker #52",46.226189,-123.706562,18.33,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32185,Columbia River,,100K
2556,Round Butte Dam tailrace,44.60632,-121.27684,109.54,1209151456389,1212585446551,"Simtustus, Lake",,,Oregon Department of Environmental Quality,ODEQ,FW,33221,Deschutes River,,100K
2557,Starr Creek,43.990031,-122.210137,1.69,1221771439879,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29878,Starr Creek,,
2558,McKenzie River at Coburg Road,44.112722,-123.046194,3.1,1230673441173,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10376,McKenzie River,,
2559,Butler Creek at Eagle Mill Road (Ashland),42.222722,-122.738722,0.1,1227401422210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12534,Butler Creek,,
2560,Griffin Creek at Beall Lane (tributary of Bear Creek),42.362556,-122.919333,2.4,1229250423955,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23111,Griffin Creek,,
2561,Middle Willow Creek at Hwy 26 bridge west of Ironside,44.3245,-118.0014,3.79,1179372443355,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33190,Middle Willow Creek,,100K
2562,"Willamette River, 300 feet u/s of I-205 bridge, right bank",45.35963,-122.60777,25.72,1227618456580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34541,Willamette River,,100K
2563,Neal Creek at Dethman Ridge Road (Hood River),45.65,-121.516,1.37,1215257456640,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34043,Neal Creek,,100K
2564,Coast Fork Willamette downstream of Cottage Grove Reservoir,43.718028,-123.049139,28.3,1230233440232,,,,,Oregon Department of Environmental Quality,ODEQ,FW,11278,Coast Fork Willamette River,,
2565,Malheur River downstream of China Creek,43.77801,-117.81772,73.82,1169731440585,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33808,Malheur River,,
2566,Beaver Creek at River Mile 0.79,45.284822,-123.822639,0.7,1238275452753,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21806,Beaver Creek,,
2567,South Umpqua River at Gazely Road Bridge,42.944056,-123.284667,50.5,1234460432680,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10445,South Umpqua River,,
2568,Claggett Creek,44.976277,-123.001576,0.25,1230061449754,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33525,Clagget Creek,,
2569,Drain 5 at Hwy 39 crossing,42.071022,-121.665022,0.33,1217128420861,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30181,Unnamed Stream,,24K
2570,Nehalem River upstream of East Fork Nehalem River (Pittsburg),45.901749,-123.144546,85.6,1238951456889,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23280,Nehalem River,,
2571,Duplicate station.  Data can be found under station 11428,45.768583,-123.843472,3.93,1238777457315,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13367,,,
2572,"Columbia River at Columbia City, OR, Center",45.9079,-122.8087,80,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31936,Columbia River,,100K
2573,Columbia River at Warrendale (south bank),45.612066,-122.02821,137.1,1240483462464,,,,,Oregon Department of Environmental Quality,ODEQ,FW,23795,Columbia River,,
2574,Deschutes River upstream of Crane Prairie Reservoir,43.81285,-121.77787,234.8,1209151456389,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25836,Deschutes River,,
2575,"Q Street Canal, mouth of Pierce Channel",44.06153,-122.99657,4.79,1230833440571,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34492,Q Street Canal,,24K
2576,Nestucca Bay US of Little Nestucca R Lobe,45.1847,-123.9542,0.2,1239555451826,,,,,Oregon Department of Environmental Quality,ODEQ,ES,22662,Nestucca River,,
2577,Sand Creek,45.33954,-123.91823,5.9,1239572452746,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25318,Sand Creek,,
2578,"Sweetbrier Creek at NW Medical Loop (Newton, South Umpqua)",43.2408,-123.365,0.38,1233695432366,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34143,Sweetbriar Creek,,100K
2579,Calf Creek near mouth,43.2911,-122.618,0.03,1226201432918,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32151,Calf Creek,,100K
2580,"Pacific Land Clearing, canal to Johnson Creek, 6400 SE 100th Avenue, Portland",45.47042,-122.56228,0.11,1225629454709,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33974,Unnamed Stream,,24K
2581,Odell Lake at deepest point,43.552778,-121.965833,11.23,1220475435847,1219963435741,Odell Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,13834,Odell Creek,StreamNet,100K
2582,Overstreet Drain (OWYDRN001),43.780556,-117.111111,0.23,1171143437820,,,,,Oregon Department of Environmental Quality,ODEQ,FW,15540,Unnamed Stream,,24K
2583,"Powder River at River Mile 111.5 (Snake), 75 yards downstream of Hughs Lane bridge, Baker City",44.85701,-117.83272,108.4,1170508447455,,,,,Oregon Department of Environmental Quality,ODEQ,FW,26603,Powder River,,
2584,"Antelope Creek at Little Butte Creek ",42.45811,-122.82898,0.2,1228315424592,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25584,Antelope Creek,,
2585,Cannon Beach N of Ecola CR,45.90155,-123.9657,29.35,1240637462558,,,OR277842,Cannon Beach,Oregon Department of Environmental Quality,ODEQ,SW,31535,Pacific Ocean,,
2586,Yaquina Bay at Mclean Point,44.623889,-124.033333,3,1240830446097,,,,,Oregon Department of Environmental Quality,ODEQ,ES,13333,Yaquina River,,
2587,Johnson Creek downstream of Thermofluids outfall #1,45.47002,-122.5644,6.4,1226465454422,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31335,Johnson Creek,,
2588,"Pony Slough, westernmost tributary, at Kmart (Coos Bay)",43.381833,-124.247089,1.2,1242380434268,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25035,Pony Slough,,
2589,Malheur River,43.553761,-118.149475,114.97,1169731440585,,,,,Oregon Department of Environmental Quality,ODEQ,FW,33691,Malheur River,,
2590,West Fork Neal Creek at mouth,45.593417,-121.499167,0.1,1214995455943,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13184,West Fork Neal Creek,,
2591,Fall Creek,43.983316,-122.47336,24.11,1228689439706,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29998,Fall Creek,,
2592,Coal Creek tributary at River Mile 2.05,43.465389,-122.461819,1.8,1224336434786,,,,,Oregon Department of Environmental Quality,ODEQ,FW,21840,Coal Creek Trib,,
2593,"Netarts Bay, SE shore near Whiskey CR (OR2001-0034)",45.397375,-123.938816,2.4,1239524454337,,,,,Oregon Department of Environmental Quality,ODEQ,ES,25670,Netarts Bay,,
