"MonitoringLocationIdentifier","Site_no","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","Site_name","Agency","LLID_Stream_Lake","Str_LLID","Str_name","LAKE_LLID","LAKE_NAME","Latitude_clean","Longitude_clean"
"USGS-433715117250700","433715117250700","USGS-OR","USGS Oregon Water Science Center","TWIN SPRINGS, OR","Stream","ARME water collection sites-C.Anderson Sept. 2002",17050110,NA,"",NA,"","43.620714800000002","-117.41961740000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3290.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6207148","-117.4196174"
"USGS-433808117404100","433808117404100","USGS-OR","USGS Oregon Water Science Center","MESA RESERVOIR","Lake, Reservoir, Impoundment","ARMI Water Collection sites-C.Anderson Aug.2002",17050117,NA,"",NA,"","43.635436300000002","-117.6790666",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","4500.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6354363","-117.6790666"
"USGS-433846121352800","433846121352800","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES RIVER AT MASTEN RD, NR LA PINE,OR","Stream","River Mile 37.8   S. Hinkle   Oct. 2006",17070302,NA,"",NA,"","43.645871700000001","-121.5922755",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","4235.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6458717","-121.5922755"
"USGS-433855123045401","433855123045401","USGS-OR","USGS Oregon Water Science Center","COAST FORK WILLAMETTE RIVER NEAR LONDON, OR","Stream","Denny Wentz August 2002 project site",NA,"75.299999999999997","sq mi",NA,"","43.648454700000002","-123.0828535",NA,"1","seconds","Interpolated from map","NAD83","830.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6484547","-123.0828535"
"USGS-434022121324600","434022121324600","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES R@ DORRANCE MDW RD, NR LA PINE,OR","Stream","River mile 32.6   S.Hinkle  Oct. 2006",17070302,NA,"",NA,"","43.672676899999999","-121.5473865",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","4205.0","feet","5.0","feet","Global Positioning System","NGVD29","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6726769","-121.5473865"
"USGS-434153117215600","434153117215600","USGS-OR","USGS Oregon Water Science Center","GRASSY MOUNTAIN","Stream","ARMI water collection sites-C.Anderson Sept.2002",17050110,NA,"",NA,"","43.697936200000001","-117.36656259999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3430.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.6979362","-117.3665626"
"USGS-434212121295700","434212121295700","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES RIVER AT BURGESS ROAD","Stream","Steve Hinkle 1strmflw meas @LaPine GW project site",17070302,NA,"",NA,"","43.703333299999997","-121.4991667",NA,"1","seconds","Interpolated from map","NAD83","4195.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.7033333","-121.4991667"
"USGS-434512121290300","434512121290300","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES RIVER AT RIVER MILE 16.1","Stream","STEVE HINKLE PROJECT",17070302,NA,"",NA,"","43.753258799999998","-121.4851926",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.7532588","-121.4851926"
"USGS-434515121290200","434515121290200","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES RIVER AT BRIDGE DR NR LA PINE, OR","Stream","River mile 16.0   S. Hinkle   Oct. 2006",17070302,NA,"",NA,"","43.753925500000001","-121.485026",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","4170.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.7539255","-121.485026"
"USGS-434621118101500","434621118101500","USGS-OR","USGS Oregon Water Science Center","KINGSBURY GULCH","Stream","ARMI Water Collection sites-C.Anderson Aug.2002",17050116,NA,"",NA,"","43.772380400000003","-118.1718553",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3280.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.7723804","-118.1718553"
"USGS-434627117274200","434627117274200","USGS-OR","USGS Oregon Water Science Center","KANE SPRING RESERVOIR, OR","Lake, Reservoir, Impoundment","ARMI Water Collection sites-C.Anderson Aug.2002",17050117,NA,"",NA,"","43.774047000000003","-117.4626809",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","3060.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.774047","-117.4626809"
"USGS-434745123040200","434745123040200","USGS-OR","USGS Oregon Water Science Center","SILK CREEK NEAR COTTAGE GROVE, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090002,"16.300000000000001","sq mi",NA,"","43.795122900000003","-123.0684138",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","640.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"SILK CREEK NEAR COTTAGE GROVE, OR","USGS","1230680437950","1230680437950","Silk Creek",NA,NA,"43.7951229","-123.0684138"
"USGS-434805117031700","434805117031700","USGS-ID","USGS Idaho Water Science Center","301 DRAIN NEAR HIGHWAY 201 NEAR OWYHEE OR","Stream: Ditch","Project B6003",17050110,NA,"",NA,"","43.801388899999999","-117.0547222",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8013889","-117.0547222"
"USGS-434916117271600","434916117271600","USGS-OR","USGS Oregon Water Science Center","LITTLE TWIN RESERVOIR","Lake, Reservoir, Impoundment","ARMI Water Collection site-C.Anderson Aug.2002",17050117,NA,"",NA,"","43.820991800000002","-117.4554595",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","2760.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8209918","-117.4554595"
"USGS-434917121270000","434917121270000","USGS-OR","USGS Oregon Water Science Center","LITTLE DESCHUTES R @ S CENTURY DR, NR SUNRIVER, OR","Stream","River mile 5.4    S.Hinkle   Oct. 2006",17070302,NA,"",NA,"","43.821174300000003","-121.451083",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","4165.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8211743","-121.451083"
"USGS-435014121274900","435014121274900","USGS-OR","USGS Oregon Water Science Center","UNNAMED SLOUGH DRAIN TO DESCHUTES R @ RM 194.8 OR","Stream","STEVE HINKLE PROJECT",17070301,NA,"",NA,"","43.836979599999999","-121.46475049999999",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8369796","-121.4647505"
"USGS-435029117283500","435029117283500","USGS-OR","USGS Oregon Water Science Center","VINE HILL RESERVOIR, OR","Lake, Reservoir, Impoundment","ARMI Water collection sites-C.Anderson Aug.2002",17050117,NA,"",NA,"","43.841269699999998","-117.4774055",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","2960.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8412697","-117.4774055"
"USGS-435147123034100","435147123034100","USGS-OR","USGS Oregon Water Science Center","HILL CREEK NEAR CRESWELL, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",NA,NA,"",NA,"","43.861790300000003","-123.0625819",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.8617903","-123.0625819"
"USGS-435212122483300","435212122483300","USGS-OR","USGS Oregon Water Science Center","LOST CREEK NEAR DEXTER, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou 3/04",17090001,"32.200000000000003","sq mi",NA,"","43.869847300000004","-122.8103481",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","800.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"LOST CREEK NEAR DEXTER, OR","USGS","1228482439494","1228482439494","Lost Creek",NA,NA,"43.8698473","-122.8103481"
"USGS-440257123103200","440257123103200","USGS-OR","USGS Oregon Water Science Center","AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou 04/2004",17090003,"19.399999999999999","sq mi",NA,"","44.049013100000003","-123.17675680000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","380.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"AMAZON CREEK NEAR DANEBO ROAD AT EUGENE, OR","USGS","1232651442279","1232651442279","Amazon Creek",NA,NA,"44.0490131","-123.1767568"
"USGS-440306122535200","440306122535200","USGS-OR","USGS Oregon Water Science Center","72nd STORMWATER CULVERT AT THURSTON RD, SPGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.051777800000004","-122.8976389",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","527.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0517778","-122.8976389"
"USGS-440314122541500","440314122541500","USGS-OR","USGS Oregon Water Science Center","69th STORMWATER CHANNEL AT THURSTON RD,SPRGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.053972199999997","-122.90422220000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","529.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0539722","-122.9042222"
"USGS-440314123091300","440314123091300","USGS-OR","USGS Oregon Water Science Center","GRIMES POND (NWR EUGN SITE)","Lake, Reservoir, Impoundment","NWR qw EUGN site   C. Anderson June 2004",NA,NA,"",NA,"","44.053883300000003","-123.1537139",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","122.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0538833","-123.1537139"
"USGS-440317122574900","440317122574900","USGS-OR","USGS Oregon Water Science Center","42nd STORMWATER CULVERT AT WEYCO, SPRINGFIELD, OR","Stream","EWEB storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.054611100000002","-122.9635833",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","486.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0546111","-122.9635833"
"USGS-440320122545300","440320122545300","USGS-OR","USGS Oregon Water Science Center","64th STORMWATER PIPE AT TMS, SPRINGFIELD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.055638899999998","-122.9146667",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","519.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0556389","-122.9146667"
"USGS-440322122494600","440322122494600","USGS-OR","USGS Oregon Water Science Center","MCKENZIE R AT HENDRICKS PARK BOAT RAMP, SPGFLD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.056027800000003","-122.8293056",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","566.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0560278","-122.8293056"
"USGS-440325122563600","440325122563600","USGS-OR","USGS Oregon Water Science Center","52nd STORMWATER CHANEL AT HWY 126 SPRINGFIELD, OR","Stream","EWEB Storm Event Monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.056833300000001","-122.9433889",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","498.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0568333","-122.9433889"
"USGS-440339122580800","440339122580800","USGS-OR","USGS Oregon Water Science Center","KEIZER SLOUGH AT SUB BRIDGE, SPRINGFIELD, OR","Stream","EWEB Storm event monitor proj-C.Anderson Sept.2002",NA,NA,"",NA,"","44.060722200000001","-122.96899999999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","467.0","feet","1.0","feet","Altimeter","NAVD88","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0607222","-122.969"
"USGS-440405122495600","440405122495600","USGS-OR","USGS Oregon Water Science Center","UNNAME TRIB TO WALTERVILLE CANAL @ CAMP CRK RD, OR","Stream","Perennial crk off Walterville EWEB proj  Nov 2008",NA,NA,"",NA,NA,"44.068055600000001","-122.8322222",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0680556","-122.8322222"
"USGS-440418122574500","440418122574500","USGS-OR","USGS Oregon Water Science Center","MCKENZIE R.@ EUGENE PUMP; RM 14.9","Stream","",17090004,NA,"",NA,"","44.071514299999997","-122.9636939",NA,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0715143","-122.9636939"
"USGS-440516122424900","440516122424900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0877778","-122.713611",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAAGEN CR @ DEERHORN ROAD BRIDGE, NR DEERHORN, OR","USGS","1227281440841","1227281440841","Haagen Creek",NA,NA,"44.0877778","-122.713611"
"USGS-440530122425500","440530122425500","USGS-OR","USGS Oregon Water Science Center","MCKENZIE R AT HOLDEN CK RD BRIDGE, NR LEABURG, OR","Stream","EWEB project  C.Anderson  Aug. 2005",NA,NA,"",NA,"","44.091666699999998","-122.7152778",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0916667","-122.7152778"
"USGS-440549122422200","440549122422200","USGS-OR","USGS Oregon Water Science Center","HOLDEN CREEK AT MCKENZIE HWY, NEAR LEABURG, OR","Stream","EWEB PROJECT short site id E950  C.Anderson 9/2005",NA,NA,"",NA,NA,"44.0968722","-122.70624170000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.0968722","-122.7062417"
"USGS-440635122272100","440635122272100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1097222","-122.4558333",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEER CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR","USGS","1224585441108","1224585441108","Deer Creek",NA,NA,"44.1097222","-122.4558333"
"USGS-440636120473100","440636120473100","USGS-OR","USGS Oregon Water Science Center","CROOKED RIVER BELOW BOWMAN DAM, OR","Stream","Curt Hughes Crooked River project  Nov. 1, 2004",NA,NA,"",NA,NA,"44.109848200000002","-120.7930697",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1098482","-120.7930697"
"USGS-440724122224300","440724122224300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1233333","-122.378611",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUARTZ CREEK AT MOUTH, NEAR FINN ROCK, OR","USGS","1223823441236","1223823441236","Quartz Creek",NA,NA,"44.1233333","-122.378611"
"USGS-440731122314800","440731122314800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1252778","-122.53",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GALE CREEK @ GOODPASTURE RD BRIDGE, NR LEABURG, OR","USGS","1225289441222","1225289441222","Gale Creek",NA,NA,"44.1252778","-122.53"
"USGS-440944122091401","440944122091401","USGS-OR","USGS Oregon Water Science Center","HORSE CREEK BLW FOLEY SPRINGS @ MCKENZIE BRIDGE OR","Stream","Denny Wentz August 2002 project sites",NA,"150.0","sq mi",NA,NA,"44.162067899999997","-122.1550567",NA,"1","seconds","Interpolated from map","NAD83","1420.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1620679","-122.1550567"
"USGS-441120122195001","441120122195001","USGS-OR","USGS Oregon Water Science Center","QUARTZ CREEK NEAR BLUE RIVER, OR","Stream","Denny Wentz August 2002 Project sites",NA,"3.5","sq mi",NA,NA,"44.188737500000002","-122.3317332",NA,"1","seconds","Interpolated from map","NAD83","1470.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.1887375","-122.3317332"
"USGS-441916121151300","441916121151300","USGS-OR","USGS Oregon Water Science Center","DESCHUTES RIVER ABOVE ODIN FALLS, OR","Stream","BLM WQ PROJECT    C.HUGHES   11/15/2005",NA,NA,"",NA,"","44.320952499999997","-121.2547591",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","2672.0","feet","20.0","feet","Altimeter","NGVD29","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.3209525","-121.2547591"
"USGS-441924121153000","441924121153000","USGS-OR","USGS Oregon Water Science Center","DESCHUTES RIVER BELOW ODIN FALLS, OR","Stream","BLM WQ Study Mid Deschutes River C.Hughes 4/26/06",NA,NA,"",NA,NA,"44.323305599999998","-121.2584167",24000,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","2673.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.3233056","-121.2584167"
"USGS-442348121133300","442348121133300","USGS-OR","USGS Oregon Water Science Center","CROOKED RIVER AT GRASSLAND TRAIL, OR","Stream","Curt Hughes Crooked River project  Nov. 1, 2004",NA,NA,"",NA,NA,"44.3965362","-121.22706599999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.3965362","-121.227066"
"USGS-442351123181700","442351123181700","USGS-OR","USGS Oregon Water Science Center","CHEADLE POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR sites   C.Anderson   May 2004",17090003,NA,"",NA,"","44.397444399999998","-123.30475",16400,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","122.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.3974444","-123.30475"
"USGS-442406123192700","442406123192700","USGS-OR","USGS Oregon Water Science Center","CATTAIL POND  (NWR FNLY site)","Lake, Reservoir, Impoundment","NWR QW  FNLY site   C.Anderson June 2004",NA,NA,"",NA,"","44.4016667","-123.32416670000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","120.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4016667","-123.3241667"
"USGS-442427123185900","442427123185900","USGS-OR","USGS Oregon Water Science Center","FINGER POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR Sites   C. Anderson  May 2004",17090003,NA,"",NA,"","44.407361100000003","-123.31627779999999",16400,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","112.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4073611","-123.3162778"
"USGS-442447123194200","442447123194200","USGS-OR","USGS Oregon Water Science Center","LOWER 22 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR Sites  C.Anderson   May 2004",17090003,NA,"",NA,"","44.412858300000003","-123.3284",16400,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","119.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4128583","-123.3284"
"USGS-442455123201800","442455123201800","USGS-OR","USGS Oregon Water Science Center","UPPER WOODPECKER POND      OR","Lake, Reservoir, Impoundment","Chauncey Anderson NWR Finley sites  11/26/2007",NA,NA,"",NA,"","44.415121900000003","-123.339544",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","380.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4151219","-123.339544"
"USGS-442503123194000","442503123194000","USGS-OR","USGS Oregon Water Science Center","UPPER 22 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR Sites    C.Anderson   May 2004",NA,NA,"",NA,"","44.417361100000001","-123.3277222",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","120.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4173611","-123.3277222"
"USGS-442508121173200","442508121173200","USGS-OR","USGS Oregon Water Science Center","DESCHUTES RIVER BELOW STEELHEAD FALLS, OR","Stream","BLM WQ PROJECT     C.HUGHES   11/15/2005",NA,NA,"",NA,NA,"44.4187297","-121.29337460000001",24000,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","2277.0","feet","20.0","feet","Altimeter","NGVD29","US",41,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4187297","-121.2933746"
"USGS-442519123192100","442519123192100","USGS-OR","USGS Oregon Water Science Center","UNIT 16 POND, FINLEY NWR, OR","Lake, Reservoir, Impoundment","Finley NWR Sites   C. Anderson May 2004",17090003,NA,"",NA,"","44.421944400000001","-123.32241670000001",16300,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","114.0","feet","10.0","feet","Global Positioning System","NGVD29","US",41,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4219444","-123.3224167"
"USGS-442529123121900","442529123121900","USGS-OR","USGS Oregon Water Science Center","IMMIGRATION POND (NWR SNAG site)","Lake, Reservoir, Impoundment","NWR qw SNAG sites  C.Anderson   June 2004",NA,NA,"",NA,"","44.424677799999998","-123.20515829999999",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","79.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4246778","-123.2051583"
"USGS-442534123122500","442534123122500","USGS-OR","USGS Oregon Water Science Center","LOWER BEAVER  (NWR QW SNAG site)","Lake, Reservoir, Impoundment","NWR QW SNAG site   C.Anderson  June 2004",NA,NA,"",NA,"","44.426227799999999","-123.20702780000001",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","43.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4262278","-123.2070278"
"USGS-442545123132500","442545123132500","USGS-OR","USGS Oregon Water Science Center","UPPER BLUE HERON SLOUGH (NWR SNAG site)","Lake, Reservoir, Impoundment","NWR QW SNAG site  C.Anderson   June 2004",NA,NA,"",NA,"","44.429200000000002","-123.2235694",NA,".1","seconds","Global positioning system (GPS), uncorrected","NAD83","43.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.4292","-123.2235694"
