OBJECTID,Unique_ID,LLID,LAKE_LLID,RF,Distance,AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPT_1,LLID_Strea,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,Unique_ID_,QAQC1,QAQC,QAQC2,Has Duplicate Station,Comments
446,550,1234675421283,,19937.84,1963.69,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_LCCE,42.09810390000,-123.40745980000,NAD83,Lower Cave Creek at Entrance,NA,NA,NA,NA,NA,NA,550,Needs Secondary Review,,Potential Digitization,,"Stream delineated in NHDH, but not DEQ streams"
447,551,1234675421283,,20133.84,2770.48,National Park Service Water Resources Division,11NPSWRD,ORCA_L1_UCC,42.09613200000,-123.40476250000,NAD83,Upper Cave Creek,NA,NA,NA,NA,NA,NA,551,Needs Secondary Review,,Potential Digitization,,"Stream delineated in NHDH, but not DEQ streams"
448,552,1227618456580,,11602.66,985.62,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W001,45.63209230000,-122.78468370000,NAD83,W001,NA,NA,NA,NA,NA,NA,552,Needs Secondary Review,,Correct,,
449,553,1227618456580,,12472.23,-1022.16,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W002,45.63185240000,-122.79323120000,NAD83,W002,NA,NA,NA,NA,NA,NA,553,Needs Secondary Review,,Correct,,
450,554,1227863458618,,113657.00,-408.85,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W003,45.61774060000,-122.79655210000,NAD83,W003,NA,NA,NA,NA,NA,NA,554,Needs Secondary Review,,Further Review Needed,,"This station snapped to Multnomah Channel, but perhaps should belong to the Willamette"
451,555,1227618456580,,21070.78,2621.26,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W004,45.61159890000,-122.77621550000,NAD83,W004,NA,NA,NA,NA,NA,NA,555,Needs Secondary Review,,Correct,,
452,556,1227618456580,,21892.82,126.90,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W005,45.60697120000,-122.78408040000,NAD83,W005,NA,NA,NA,NA,NA,NA,556,Needs Secondary Review,,Correct,,
453,557,1227618456580,,22086.25,-806.63,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W006,45.60553060000,-122.78718890000,NAD83,W006,NA,NA,NA,NA,NA,NA,557,Needs Secondary Review,,Correct,,
454,558,1227618456580,,24084.16,2183.34,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W007,45.60428890000,-122.77330220000,NAD83,W007,NA,NA,NA,NA,NA,NA,558,Needs Secondary Review,,Correct,,
455,559,1227618456580,,25235.95,1746.80,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W008,45.60093720000,-122.77265550000,NAD83,W008,NA,NA,NA,NA,NA,NA,559,Needs Secondary Review,,Correct,,
456,560,1227618456580,,30568.33,-634.41,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W009,45.58564060000,-122.76845900000,NAD83,W009,NA,NA,NA,NA,NA,NA,560,Needs Secondary Review,,Correct,,
457,561,1227618456580,,30775.22,532.25,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W010,45.58726060000,-122.76444730000,NAD83,W010,NA,NA,NA,NA,NA,NA,561,Needs Secondary Review,,Correct,,
458,562,1227618456580,,33763.72,147.41,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W011,45.58168140000,-122.75671900000,NAD83,W011,NA,NA,NA,NA,NA,NA,562,Needs Secondary Review,,Correct,,
459,563,1227618456580,,33768.83,-593.62,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W012,45.57990220000,-122.75811740000,NAD83,W012,NA,NA,NA,NA,NA,NA,563,Needs Secondary Review,,Correct,,
460,564,1227618456580,,36152.56,1318.65,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W013,45.58058550000,-122.74600570000,NAD83,W013-1,NA,NA,NA,NA,NA,NA,564,Needs Secondary Review,,Correct,,
461,565,1227618456580,,36154.30,1321.52,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W013-2,45.58058870000,-122.74599340000,NAD83,W013-2,NA,NA,NA,NA,NA,NA,565,Needs Secondary Review,,Correct,,
462,566,1227618456580,,36379.32,1474.57,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W014,45.58053390000,-122.74493240000,NAD83,W014,NA,NA,NA,NA,NA,NA,566,Needs Secondary Review,,Correct,,
463,567,1227618456580,,36818.48,-511.63,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W015,45.57551550000,-122.74840240000,NAD83,W015,NA,NA,NA,NA,NA,NA,567,Needs Secondary Review,,Correct,,
464,568,1227618456580,,38754.35,-684.52,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W016,45.57184220000,-122.74288740000,NAD83,W016-1,NA,NA,NA,NA,NA,NA,568,Needs Secondary Review,,Correct,,
465,569,1227618456580,,38754.35,-684.52,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W016-2,45.57184220000,-122.74288740000,NAD83,W016-2,NA,NA,NA,NA,NA,NA,569,Needs Secondary Review,,Correct,,
466,570,1227373455711,,1399.98,246.38,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W017,45.56780220000,-122.74046410000,NAD83,W017,NA,NA,NA,NA,NA,NA,570,Needs Secondary Review,,Correct,,
467,571,1227618456580,,44520.14,2378.29,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W018,45.56756040000,-122.71937410000,NAD83,W018,NA,NA,NA,NA,NA,NA,571,Needs Secondary Review,,Correct,,
468,572,1227618456580,,45617.37,-1305.26,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W019,45.55770040000,-122.72468250000,NAD83,W019,NA,NA,NA,NA,NA,NA,572,Needs Secondary Review,,Correct,,
469,573,1227618456580,,48017.77,2937.94,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W020,45.56295490000,-122.70717460000,NAD83,W020,NA,NA,NA,NA,NA,NA,573,Needs Secondary Review,,Correct,,
470,574,1227618456580,,46419.66,2957.87,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W021,45.56566040000,-122.71209580000,NAD83,W021,NA,NA,NA,NA,NA,NA,574,Needs Secondary Review,,Correct,,
471,575,1227618456580,,51293.76,-1118.83,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W022,45.54930870000,-122.70511260000,NAD83,W022,NA,NA,NA,NA,NA,NA,575,Needs Secondary Review,,Correct,,
472,576,1227618456580,,58217.53,-38.65,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW2-W023,45.53872110000,-122.68424720000,NAD83,W023,NA,NA,NA,NA,NA,NA,576,Needs Secondary Review,,Correct,,
473,577,1227618456580,,58273.84,402.60,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023E,45.53952260000,-122.68293850000,NAD83,W023E,NA,NA,NA,NA,NA,NA,577,Needs Secondary Review,,Correct,,
474,578,1227618456580,,58205.09,-31.09,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023M,45.53875930000,-122.68426390000,NAD83,W023M,NA,NA,NA,NA,NA,NA,578,Needs Secondary Review,,Correct,,
475,579,1227618456580,,58188.27,-474.87,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W023W,45.53788050000,-122.68546380000,NAD83,W023W,NA,NA,NA,NA,NA,NA,579,Needs Secondary Review,,Correct,,
476,580,1227618456580,,84932.92,-75.54,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W024,45.47214970000,-122.66724030000,NAD83,W024,NA,NA,NA,NA,NA,NA,580,Needs Secondary Review,,Correct,,
477,581,1227618456580,,11344.16,-119.66,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025,45.63384850000,-122.78834740000,NAD83,W025,NA,NA,NA,NA,NA,NA,581,Needs Secondary Review,,Correct,,
478,582,1227618456580,,11476.63,646.60,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025E,45.63275070000,-122.78574140000,NAD83,W025E,NA,NA,NA,NA,NA,NA,582,Needs Secondary Review,,Correct,,
479,583,1227618456580,,11344.16,-119.66,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025M,45.63384850000,-122.78834740000,NAD83,W025M,NA,NA,NA,NA,NA,NA,583,Needs Secondary Review,,Correct,,
480,584,1227618456580,,11204.79,-799.84,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W025W,45.63487870000,-122.79063000000,NAD83,W025W,NA,NA,NA,NA,NA,NA,584,Needs Secondary Review,,Correct,,
481,585,1227618456580,,12192.08,758.78,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W026,45.63080720000,-122.78634350000,NAD83,W026,NA,NA,NA,NA,NA,NA,585,Needs Secondary Review,,Correct,,
482,586,1227863458618,,112944.47,38.23,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W027,45.61914640000,-122.79916300000,NAD83,W027,NA,NA,NA,NA,NA,NA,586,Needs Secondary Review,,Further Review Needed,,"This station snapped to Multnomah Channel, but perhaps should belong to the Willamette"
483,587,1227618456580,,20088.58,691.95,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W028,45.61214820000,-122.78464110000,NAD83,W028,NA,NA,NA,NA,NA,NA,587,Needs Secondary Review,,Correct,,
484,588,1227618456580,,24342.78,-671.99,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W029,45.59993480000,-122.78262850000,NAD83,W029,NA,NA,NA,NA,NA,NA,588,Needs Secondary Review,,Correct,,
485,589,1227618456580,,29787.00,420.13,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W030,45.58914300000,-122.76726640000,NAD83,W030,NA,NA,NA,NA,NA,NA,589,Needs Secondary Review,,Correct,,
486,590,1227618456580,,32890.02,-513.47,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W031,45.58127470000,-122.76096210000,NAD83,W031,NA,NA,NA,NA,NA,NA,590,Needs Secondary Review,,Correct,,
487,591,1227618456580,,36271.45,1064.76,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W032,45.57983700000,-122.74625690000,NAD83,W032,NA,NA,NA,NA,NA,NA,591,Needs Secondary Review,,Correct,,
488,592,1227618456580,,37658.90,-531.81,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W033,45.57403880000,-122.74587500000,NAD83,W033,NA,NA,NA,NA,NA,NA,592,Needs Secondary Review,,Correct,,
489,593,1227373455711,,803.73,-129.00,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W034,45.56975850000,-122.73983030000,NAD83,W034,NA,NA,NA,NA,NA,NA,593,Needs Secondary Review,,Correct,,
490,594,1227618456580,,45738.51,2677.59,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W035,45.56618380000,-122.71487720000,NAD83,W035,NA,NA,NA,NA,NA,NA,594,Needs Secondary Review,,Correct,,
491,595,1227618456580,,45924.62,-1023.52,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W036,45.55780310000,-122.72306040000,NAD83,W036,NA,NA,NA,NA,NA,NA,595,Needs Secondary Review,,Correct,,
492,596,1227618456580,,50892.90,-607.36,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W037,45.55106100000,-122.70558260000,NAD83,W037,NA,NA,NA,NA,NA,NA,596,Needs Secondary Review,,Correct,,
493,597,1227618456580,,52721.56,799.92,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,LW3-W038,45.55216930000,-122.69670630000,NAD83,W038,NA,NA,NA,NA,NA,NA,597,Needs Secondary Review,,Correct,,
494,598,1227618456580,,34319.71,-485.44,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSB7,45.57942070000,-122.75603160000,NAD83,GS-B7,NA,NA,NA,NA,NA,NA,598,Needs Secondary Review,,Correct,,
495,599,1227618456580,,34322.46,-338.10,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSC7,45.57976940000,-122.75574070000,NAD83,GS-C7,NA,NA,NA,NA,NA,NA,599,Needs Secondary Review,,Correct,,
496,600,1227618456580,,34521.74,-112.66,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSD5,45.58004080000,-122.75463020000,NAD83,GS-D5,NA,NA,NA,NA,NA,NA,600,Needs Secondary Review,,Correct,,
497,601,1227618456580,,32093.81,-300.65,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW01,45.58285350000,-122.76327170000,NAD83,GSW-01,NA,NA,NA,NA,NA,NA,601,Needs Secondary Review,,Correct,,
498,602,1227618456580,,32309.36,-332.30,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW02,45.58248820000,-122.76259680000,NAD83,GSW-02,NA,NA,NA,NA,NA,NA,602,Needs Secondary Review,,Correct,,
499,603,1227618456580,,32777.02,-499.61,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW03,45.58145970000,-122.76132110000,NAD83,GSW-03,NA,NA,NA,NA,NA,NA,603,Needs Secondary Review,,Correct,,
500,604,1227618456580,,32788.79,-406.32,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW04,45.58166700000,-122.76110270000,NAD83,GSW-04,NA,NA,NA,NA,NA,NA,604,Needs Secondary Review,,Correct,,
501,605,1227618456580,,32833.40,-321.30,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW05,45.58181040000,-122.76078810000,NAD83,GSW-05,NA,NA,NA,NA,NA,NA,605,Needs Secondary Review,,Correct,,
502,606,1227618456580,,33031.65,-514.86,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW06,45.58108110000,-122.76048160000,NAD83,GSW-06,NA,NA,NA,NA,NA,NA,606,Needs Secondary Review,,Correct,,
503,607,1227618456580,,33068.40,-432.25,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW07,45.58122930000,-122.76019840000,NAD83,GSW-07,NA,NA,NA,NA,NA,NA,607,Needs Secondary Review,,Correct,,
504,608,1227618456580,,33060.33,-319.38,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW08,45.58151010000,-122.76001030000,NAD83,GSW-08,NA,NA,NA,NA,NA,NA,608,Needs Secondary Review,,Correct,,
505,609,1227618456580,,33301.21,-514.15,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW09,45.58072060000,-122.75956070000,NAD83,GSW-09,NA,NA,NA,NA,NA,NA,609,Needs Secondary Review,,Correct,,
506,610,1227618456580,,33276.54,-371.59,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW10,45.58109470000,-122.75937250000,NAD83,GSW-10,NA,NA,NA,NA,NA,NA,610,Needs Secondary Review,,Correct,,
507,611,1227618456580,,33603.15,-503.40,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW11,45.58034060000,-122.75851020000,NAD83,GSW-11,NA,NA,NA,NA,NA,NA,611,Needs Secondary Review,,Correct,,
508,612,1227618456580,,33609.43,-278.19,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW12,45.58087080000,-122.75805850000,NAD83,GSW-12,NA,NA,NA,NA,NA,NA,612,Needs Secondary Review,,Correct,,
509,613,1227618456580,,33896.52,-497.76,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW13,45.57995990000,-122.75749870000,NAD83,GSW-13,NA,NA,NA,NA,NA,NA,613,Needs Secondary Review,,Correct,,
510,614,1227618456580,,34154.33,-294.33,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW14,45.58010000000,-122.75623060000,NAD83,GSW-14,NA,NA,NA,NA,NA,NA,614,Needs Secondary Review,,Correct,,
511,615,1227618456580,,34319.71,-485.44,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW15,45.57942070000,-122.75603160000,NAD83,GSW-15,NA,NA,NA,NA,NA,NA,615,Needs Secondary Review,,Correct,,
512,616,1227618456580,,34601.48,-302.63,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW16,45.57947930000,-122.75472120000,NAD83,GSW-16,NA,NA,NA,NA,NA,NA,616,Needs Secondary Review,,Correct,,
513,617,1227618456580,,34633.08,-489.96,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW17,45.57898880000,-122.75497130000,NAD83,GSW-17,NA,NA,NA,NA,NA,NA,617,Needs Secondary Review,,Correct,,
514,618,1227618456580,,34879.79,-275.70,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW18,45.57916970000,-122.75372040000,NAD83,GSW-18,NA,NA,NA,NA,NA,NA,618,Needs Secondary Review,,Correct,,
515,619,1227618456580,,35951.39,-192.01,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW19,45.57768130000,-122.75028560000,NAD83,GSW-19,NA,NA,NA,NA,NA,NA,619,Needs Secondary Review,,Correct,,
516,620,1227618456580,,36109.19,-162.60,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCGSG07GSW20,45.57747540000,-122.74973050000,NAD83,GSW-20,NA,NA,NA,NA,NA,NA,620,Needs Secondary Review,,Correct,,
517,621,1227618456580,,36210.40,745.85,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED01,45.57925560000,-122.74721740000,NAD83,SED01,NA,NA,NA,NA,NA,NA,621,Needs Secondary Review,,Correct,,
518,622,1227618456580,,36167.92,634.60,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED02,45.57908890000,-122.74761740000,NAD83,SED02,NA,NA,NA,NA,NA,NA,622,Needs Secondary Review,,Correct,,
519,623,1227618456580,,36596.61,1075.50,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED03,45.57930550000,-122.74523400000,NAD83,SED03,NA,NA,NA,NA,NA,NA,623,Needs Secondary Review,,Correct,,
520,624,1227618456580,,37085.44,897.37,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED04,45.57808890000,-122.74416740000,NAD83,SED04,NA,NA,NA,NA,NA,NA,624,Needs Secondary Review,,Correct,,
521,625,1227618456580,,37005.12,655.27,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED05,45.57770550000,-122.74500070000,NAD83,SED05,NA,NA,NA,NA,NA,NA,625,Needs Secondary Review,,Correct,,
522,626,1227618456580,,37188.21,932.39,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED06,45.57798890000,-122.74376740000,NAD83,SED06,NA,NA,NA,NA,NA,NA,626,Needs Secondary Review,,Correct,,
523,627,1227618456580,,37243.71,697.29,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED07,45.57738890000,-122.74416740000,NAD83,SED07,NA,NA,NA,NA,NA,NA,627,Needs Secondary Review,,Correct,,
524,628,1227618456580,,38243.81,1103.15,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED08,45.57655550000,-122.74011740000,NAD83,SED08,NA,NA,NA,NA,NA,NA,628,Needs Secondary Review,,Correct,,
525,629,1227618456580,,37424.26,716.48,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED09,45.57712220000,-122.74356740000,NAD83,SED09,NA,NA,NA,NA,NA,NA,629,Needs Secondary Review,,Correct,,
526,630,1227618456580,,38778.26,781.48,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD01,45.57495250000,-122.73925920000,NAD83,SPMD01,NA,NA,NA,NA,NA,NA,630,Needs Secondary Review,,Correct,,
527,631,1227618456580,,38762.11,563.67,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD02,45.57451190000,-122.73983690000,NAD83,SPMD02,NA,NA,NA,NA,NA,NA,631,Needs Secondary Review,,Correct,,
528,632,1227618456580,,38753.14,349.44,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD03,45.57406670000,-122.74038390000,NAD83,SPMD03,NA,NA,NA,NA,NA,NA,632,Needs Secondary Review,,Correct,,
529,633,1227618456580,,38439.50,1165.76,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD04,45.57635630000,-122.73936570000,NAD83,SPMD04,NA,NA,NA,NA,NA,NA,633,Needs Secondary Review,,Correct,,
530,634,1227618456580,,38061.58,1144.97,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD05,45.57695620000,-122.74057460000,NAD83,SPMD05,NA,NA,NA,NA,NA,NA,634,Needs Secondary Review,,Correct,,
531,635,1227618456580,,37891.14,968.17,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD06,45.57686690000,-122.74152580000,NAD83,SPMD06,NA,NA,NA,NA,NA,NA,635,Needs Secondary Review,,Correct,,
532,636,1227618456580,,37948.91,720.64,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD07,45.57623630000,-122.74194900000,NAD83,SPMD07,NA,NA,NA,NA,NA,NA,636,Needs Secondary Review,,Correct,,
533,637,1227618456580,,37621.41,500.73,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD08,45.57632220000,-122.74348620000,NAD83,SPMD08,NA,NA,NA,NA,NA,NA,637,Needs Secondary Review,,Correct,,
534,638,1227618456580,,37651.98,1120.81,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD09,45.57760290000,-122.74188880000,NAD83,SPMD09,NA,NA,NA,NA,NA,NA,638,Needs Secondary Review,,Correct,,
535,639,1227618456580,,37621.23,866.49,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD10,45.57710870000,-122.74259980000,NAD83,SPMD10,NA,NA,NA,NA,NA,NA,639,Needs Secondary Review,,Correct,,
536,640,1227618456580,,37230.93,715.25,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD11,45.57744930000,-122.74416300000,NAD83,SPMD11,NA,NA,NA,NA,NA,NA,640,Needs Secondary Review,,Correct,,
537,641,1227618456580,,36981.24,774.12,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD12,45.57800170000,-122.74478570000,NAD83,SPMD12,NA,NA,NA,NA,NA,NA,641,Needs Secondary Review,,Correct,,
538,642,1227618456580,,37058.82,672.99,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD13,45.57765200000,-122.74479310000,NAD83,SPMD13,NA,NA,NA,NA,NA,NA,642,Needs Secondary Review,,Correct,,
539,643,1227618456580,,37048.32,433.77,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD14,45.57715570000,-122.74540540000,NAD83,SPMD14,NA,NA,NA,NA,NA,NA,643,Needs Secondary Review,,Correct,,
540,644,1227618456580,,36574.64,1025.50,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD15,45.57923550000,-122.74542260000,NAD83,SPMD15,NA,NA,NA,NA,NA,NA,644,Needs Secondary Review,,Correct,,
541,645,1227618456580,,36626.83,710.36,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD16,45.57846910000,-122.74602680000,NAD83,SPMD16,NA,NA,NA,NA,NA,NA,645,Needs Secondary Review,,Correct,,
542,646,1227618456580,,36489.69,455.11,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD17,45.57815430000,-122.74706620000,NAD83,SPMD17,NA,NA,NA,NA,NA,NA,646,Needs Secondary Review,,Correct,,
543,647,1227618456580,,36193.73,777.61,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD18,45.57935230000,-122.74719150000,NAD83,SPMD18,NA,NA,NA,NA,NA,NA,647,Needs Secondary Review,,Correct,,
544,648,1227618456580,,36302.40,1141.71,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD19,45.57994960000,-122.74597540000,NAD83,SPMD19,NA,NA,NA,NA,NA,NA,648,Needs Secondary Review,,Correct,,
545,649,1227618456580,,35486.85,518.43,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD20,45.58000070000,-122.74998710000,NAD83,SPMD20,NA,NA,NA,NA,NA,NA,649,Needs Secondary Review,,Correct,,
546,650,1227618456580,,36599.98,1137.76,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9901,45.57943360000,-122.74507270000,NAD83,SW99-01,NA,NA,NA,NA,NA,NA,650,Needs Secondary Review,,Correct,,
547,651,1227618456580,,37225.20,871.95,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9902,45.57779590000,-122.74380060000,NAD83,SW99-02,NA,NA,NA,NA,NA,NA,651,Needs Secondary Review,,Correct,,
548,652,1227618456580,,37505.42,1078.90,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9903,45.57776280000,-122.74243970000,NAD83,SW99-03,NA,NA,NA,NA,NA,NA,652,Needs Secondary Review,,Correct,,
549,653,1227618456580,,37573.91,1136.41,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9904,45.57776960000,-122.74209030000,NAD83,SW99-04,NA,NA,NA,NA,NA,NA,653,Needs Secondary Review,,Correct,,
550,654,1227618456580,,38135.86,1172.64,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9905,45.57688900000,-122.74027980000,NAD83,SW99-05,NA,NA,NA,NA,NA,NA,654,Needs Secondary Review,,Correct,,
551,655,1227618456580,,34723.69,-401.96,EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP55,45.57907750000,-122.75449410000,NAD83,GP55,NA,NA,NA,NA,NA,NA,655,Needs Secondary Review,,Correct,,
