AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPTION_2,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,COMMENTS,KEEP
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED03,45.5793055,-122.745234,NAD83,SED03,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED04,45.5780889,-122.7441674,NAD83,SED04,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED05,45.5777055,-122.7450007,NAD83,SED05,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED06,45.5779889,-122.7437674,NAD83,SED06,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED07,45.5773889,-122.7441674,NAD83,SED07,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED08,45.5765555,-122.7401174,NAD83,SED08,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SED09,45.5771222,-122.7435674,NAD83,SED09,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD01,45.5749525,-122.7392592,NAD83,SPMD01,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD02,45.5745119,-122.7398369,NAD83,SPMD02,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD03,45.5740667,-122.7403839,NAD83,SPMD03,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD04,45.5763563,-122.7393657,NAD83,SPMD04,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD05,45.5769562,-122.7405746,NAD83,SPMD05,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD06,45.5768669,-122.7415258,NAD83,SPMD06,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD07,45.5762363,-122.741949,NAD83,SPMD07,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD08,45.5763222,-122.7434862,NAD83,SPMD08,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD09,45.5776029,-122.7418888,NAD83,SPMD09,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD10,45.5771087,-122.7425998,NAD83,SPMD10,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD11,45.5774493,-122.744163,NAD83,SPMD11,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD12,45.5780017,-122.7447857,NAD83,SPMD12,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD13,45.577652,-122.7447931,NAD83,SPMD13,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD14,45.5771557,-122.7454054,NAD83,SPMD14,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD15,45.5792355,-122.7454226,NAD83,SPMD15,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD16,45.5784691,-122.7460268,NAD83,SPMD16,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD17,45.5781543,-122.7470662,NAD83,SPMD17,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD18,45.5793523,-122.7471915,NAD83,SPMD18,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD19,45.5799496,-122.7459754,NAD83,SPMD19,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBI02SPMD20,45.5800007,-122.7499871,NAD83,SPMD20,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9901,45.5794336,-122.7450727,NAD83,SW99-01,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9902,45.5777959,-122.7438006,NAD83,SW99-02,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9903,45.5777628,-122.7424397,NAD83,SW99-03,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9904,45.5777696,-122.7420903,NAD83,SW99-04,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCMBJ99SW9905,45.576889,-122.7402798,NAD83,SW99-05,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP55,45.5790775,-122.7544941,NAD83,GP55,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP59,45.5785869,-122.7531589,NAD83,GP59,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP60,45.5781551,-122.752749,NAD83,GP60,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP61,45.5793882,-122.7545761,NAD83,GP61,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP62,45.5788632,-122.754511,NAD83,GP62,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP63,45.5792095,-122.7541155,NAD83,GP63,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP64,45.5794457,-122.7555255,NAD83,GP64,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP68,45.5794866,-122.7556313,NAD83,GP68,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP69,45.5795068,-122.7554593,NAD83,GP69,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP70,45.5793736,-122.7553641,NAD83,GP70,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP72,45.5802176,-122.7551788,NAD83,GP72,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP73,45.579634,-122.7556463,NAD83,GP73,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP74,45.5798473,-122.754256,NAD83,GP74,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP75,45.5791097,-122.7550216,NAD83,GP75,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP76,45.5792732,-122.7556155,NAD83,GP76,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP77,45.5795211,-122.7558205,NAD83,GP77,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP78,45.5796214,-122.7557152,NAD83,GP78,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP79,45.5795116,-122.7558752,NAD83,GP79,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP81,45.5794387,-122.7556848,NAD83,GP81,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP82,45.5793111,-122.7557746,NAD83,GP82,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP83,45.5793419,-122.7555543,NAD83,GP83,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCSLH01GP84,45.5792233,-122.7552717,NAD83,GP84,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLCWQH03WILLRVR,45.6426384,-122.777011,NAD83,WILLRIVER,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLFLH07BG01SW,45.336783,-122.653795,NAD83,BG01SW,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLFLH07BH05,45.352654,-122.613953,NAD83,BH05,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLFLH07WL01SW,45.352884,-122.618323,NAD83,WL01SW,NA,NA,NA,NA,NA,NA,,
EPA Region 10 Superfund Portland Harbor Site,R10PORTLANDHARBOR,WLFLH07WR07SW,45.364752,-122.605064,NAD83,WR07SW,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36382,44.9718,-116.8563,NAD83,"Pine Creek (Powder Basin) @ State Hwy. 71 near Oxbow, OR",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36383,44.8773,-117.0992,NAD83,"Pine Creek (Powder Basin) @ Hwy. 414 in Halfway, OR",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36194,44.7594,-117.1218,NAD83,Powder River Arm of Brownlee Reservoir @ Hewitt Pk. Boat Ramp,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,11857,44.74625,-117.171833,NAD83,Powder River at Snake River Road (Richland),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36193,44.7547,-117.173,NAD83,Eagle Creek at Snake River Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36385,44.3627,-117.2805,NAD83,"Burnt River @ Hwy. 30 upstream of Huntington, OR",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36384,44.4456,-117.3302,NAD83,Dixie Creek (Burnt Basin) near mouth at Hwy. 30.,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,11050,42.904917,-117.518556,NAD83,Jordan Creek at Arock Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36782,44.837435,-117.529826,NAD83,Powder River near Middle Bridge Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,34256,44.503732,-117.727266,NAD83,Burnt River at Clarks Creek bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36783,42.860491,-117.73315,NAD83,Crooked Creek at Kiger Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,12624,45.01375,-117.883944,NAD83,Powder River at Deane Bidwell Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36191,45.0185,-117.9216,NAD83,North Powder River at Hwy. 30 Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36192,45.013,-118.054,NAD83,Powder River at Miller Rd. Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36195,44.5038,-118.1773,NAD83,Burnt River at Unity Reservoir Dam,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36196,44.488,-118.2016,NAD83,So. Fork Burnt River at Rouse Lane Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36197,44.5073,-118.2158,NAD83,Middle Fork Burnt River at Rice Road Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36198,44.5268,-118.223,NAD83,West Fork Burnt River at Rice Road Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36786,45.986817,-118.567969,NAD83,Pine Creek at Hudson Bay Substation Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35332,45.936969,-119.268238,NAD83,Columbia R at McNary Dam 0.5 Mi US Channel Marker 1 St Mi 294,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35328,45.912465,-119.459462,NAD83,Columbia R at Irrigon Channel Marker 64 St Mi 284.3,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36115,45.36977,-119.57547,NAD83,"Willow Creek, 25 feet US of Heppner outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36117,45.36999,-119.57571,NAD83,"Willow Creek, 50 feet DS of Heppner outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35324,45.909436,-119.615297,NAD83,Columbia R at Big Blalock Island St Mi 276.2,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35338,45.87463,-119.675704,NAD83,Columbia R at Lake Umatilla N Channel Blalock Islands St Mi 272,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36784,45.493549,-119.769511,NAD83,Willow Creek at Rhea Creek Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36785,45.43803,-119.781661,NAD83,Rhea Creek at Morter Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35334,45.843338,-119.810128,NAD83,Columbia R at Crow Butte Channel Marker 35 St Mi 264.6,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35320,45.841641,-119.835129,NAD83,Columbia R at Crow Butte Powerline St Mi 263.3,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35339,45.82638,-119.93054,NAD83,Columbia River DS of Sixmile Canyon RM 258.5,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35331,45.793259,-120.049132,NAD83,Columbia R at Hepner Jct 1.25 Mi DS of Willow Cr.  St Mi 252.2,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,14201,42.968611,-120.055278,NAD83,Monitoring Well 13  -  Alkali Lake Hazardous Waste Site,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35327,45.736789,-120.199388,NAD83,Columbia R at Arlington Channel Marker 21 St Mi 243.5,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35319,45.71942,-120.287877,NAD83,Columbia R Lake Umatilla at Channel Marker 18 St Mi 238.7,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,31719,44.3725,-120.363,NAD83,Canyon Creek 3.3 miles upstream of mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36778,42.178658,-120.38433,NAD83,Thomas Creek at Stock Drive Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36787,45.576428,-120.401517,NAD83,Rock Creek at mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35337,45.697051,-120.491158,NAD83,Columbia R at Lake Umatilla 0.6 Mi US Channel Marker 10 St Mi 228.3,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35323,45.739881,-120.569693,NAD83,Columbia R at Lake Umatilla Channel Marker 6 St Mi 223.4,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,11826,45.702889,-120.599778,NAD83,John Day River at Philippi Park,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35330,45.690345,-120.777418,NAD83,Columbia R at Rufus 0.5 Mi US of Channel Marker 41 St Mi 212,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36261,44.2826,-120.8406,NAD83,Crooked River above Les Schwab County Park,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35326,45.653876,-120.880118,NAD83,Columbia R at East end of Miller Is. St Mi 206,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36262,44.3237,-120.8971,NAD83,Crooked River Below Ochoco Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35336,45.638964,-120.913456,NAD83,Columbia R at Miller Is (S Channel) 0.2 Mi US Channel Marker 4,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36776,44.801228,-121.065979,NAD83,Trout Creek downstream of Mud Springs Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28333,45.611,-121.074,NAD83,"Fifteenmile Creek at Petersburg, OR",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35325,45.626801,-121.115454,NAD83,Columbia R at Lake Celilo Channel Marker 1 St Mi 193.1,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36179,45.6119,-121.1176,NAD83,Fifteenmile Creek Above Seufert Falls (AKA Cushing Falls),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35340,45.622764,-121.120814,NAD83,Columbia R US of the Dalles Locks Channel Marker 1 St Mi 193.2,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35335,45.609188,-121.188285,NAD83,Columbia R at The Dalles St Mi 189.1,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28981,45.60335,-121.1936,NAD83,"Mill Creek at 6th Street Bridge in The Dalles, OR",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35341,45.62308,-121.19446,NAD83,Columbia River DS of The Dalles at RM 188 (3584-3774 Klindt Dr),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35891,44.43701,-121.24472,NAD83,Crooked river - spring on left bank off Hollywood Rd near BLM Spring #8 RM 12.6,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35892,44.45459,-121.27375,NAD83,Crooked River - spring on left bank off Lone Pine Trail BLM Spring #19 RM 10.2,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36038,45.70257,-121.28181,NAD83,Klickitat R WA RM 0.7 DS of Klickitat County Park,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35893,44.38293,-121.2916,NAD83,"Deschutes River - spring on right bank off Riffle Lane, BLM spring #12 near RM 129.2",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35895,44.39764,-121.29408,NAD83,"Deschutes River - spring on left bank, BLM spring #18 RM 127.7",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35896,44.39793,-121.2945,NAD83,"Deschutes River - spring on right bank, opposite BLM spring #18 (~100 ft d/s) RM127.7",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35894,44.3834,-121.29715,NAD83,"Deschutes River - spring on left bank near mouth of McKenzie Canyon, BLM spring #15, RM 128.9",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35918,44.490789,-121.29818,NAD83,Crooked River - Opal Springs near RM 6.8,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35897,44.45575,-121.32745,NAD83,Deschutes River - Spring on right bank off Scout Camp Trail BLM Spring #26 RM121.9,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35898,44.45565,-121.32811,NAD83,Deschutes River - Spring on left bank off Scout Camp Trail BLM Spring #28,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35329,45.703909,-121.363101,NAD83,Columbia R at Memaloose Channel Marker 48 St Mi 176.8,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35920,43.87043,-121.46901,NAD83,Spring River - Spring on left bank near mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35921,43.86415,-121.47745,NAD83,"Spring River - Headwater spring off Besson Rd, NW edge of headwater pond",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35922,43.86367,-121.47794,NAD83,Spring River - Headwater spring off Besson Rd SW edge of headwater pond,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35333,45.719026,-121.502814,NAD83,Columbia R 0.3 Mi DS of Hood River Bridge St Mi 169.4,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36025,45.73902,-121.52306,NAD83,White Salmon River at RM 0.8,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,13249,45.642361,-121.542472,NAD83,Odell Creek upstream of Odell WWTP outfall,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36290,45.67721,-121.57565,NAD83,Culvert under Country Club Rd. d/s of Hood River Juice Co. truck entrance,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35318,45.709947,-121.615503,NAD83,Columbia R US of Drano Lake at Channel Marker 30 St Mi 163.6,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35919,43.76795,-121.63332,NAD83,Fall River - Headwater spring SW of USFS cabin,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35949,43.47724,-121.69157,NAD83,"Little Deschutes River, 100 feet DS of Interfor outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35950,43.47696,-121.69199,NAD83,"Little Deschutes River, 35 feet east of Interfor outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35948,43.47594,-121.69228,NAD83,"Little Deschutes River, US of Interfor outfall w/i log pond",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35322,45.697336,-121.761061,NAD83,Columbia R at Wind Mountain St Mi 156.4,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35321,45.70413,-121.823292,NAD83,Columbia R at Trotter Point St Mi 153.3,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35317,45.675508,-121.895399,NAD83,Columbia R at Cascade Locks 0.3 Mi US of Channel Marker 12 (St Mi 149.4),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36798,45.54425,-122.24635,NAD83,Rooster Rock Boat Basin - East Dock,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36799,45.54339,-122.24854,NAD83,Rooster Rock Boat Basin @ Latourell Ck Inlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36797,45.54428,-122.24915,NAD83,Rooster Rock Boat Basin at Boat Ramp,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,10868,45.432722,-122.353306,NAD83,North Fork Deep Creek at Hwy 212 (upstream of Boring),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36274,44.75117,-122.51211,NAD83,Unnamed tribuatary to North Santiam River at RM 32.5 u/s of culvert at Hwy 226,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36276,44.75294,-122.51538,NAD83,North Santiam River 25 ft u/s of unnamed tributary at RM 32.5,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36275,44.75246,-122.51562,NAD83,Unnamed tributary to North Santiam River at RM 32.5 50 ft u/s of mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36393,42.26538,-122.73531,NAD83,Valley View (Ashland) Landfill New SW-1,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36064,45.22948,-122.75256,NAD83,"Pudding R., 120 feet DS of Aurora outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36062,45.22907,-122.75261,NAD83,"Pudding R., 25 feet US of Aurora outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,31909,45.6058,-122.7546,NAD83,"St. John's Auto Wrecking, behind food store, off-site sample",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36405,45.60825,-122.75702,NAD83,East side of City Portland property center Tax Lot #700,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36404,45.60803,-122.75748,NAD83,SE Corner of City Property Tax Lot #700,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,33553,45.609,-122.7784,NAD83,Portland Blast Media Site,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,11516,45.086028,-122.785972,NAD83,Zollner Creek at Dominic Road,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36056,45.06729,-122.82771,NAD83,"Pudding R., 50 feet US of Mt. Angel outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36058,45.06777,-122.82801,NAD83,"Pudding R., 100 feet DS of Mt. Angel outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36067,45.10785,-122.83929,NAD83,"Pudding R., 90 feet US of Gervais outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36069,45.1081,-122.83973,NAD83,"Pudding R., 100 feet DS of Gervais outfall",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,33950,45.18669,-122.92514,NAD83,"Thatcher Loen, Woodburn, tile drain outfall",NA,NA,NA,NA,NA,NA,,
