OBJECTID,STATION,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,RIVER_MILE_LAKE,LAKE_LLID,LAKE_NAME,GIS_Source_LAKE,GIS_STREAMNAME,GIS_Source,EPA_BEACH_ID,BEACH_NAME
3334,31589,"Siuslaw River at River Mile 6.2, southwest shore of Cox Island",43.970461000000000,-124.075905000000010,5.820000000000000,1241338440157,0.000000000000000,,,,Siuslaw River,100K,,
3335,11051,Bear Creek at Kirtland Road (Central Point),42.404722000000000,-122.937721999999990,3.400000000000000,1229691424326,0.000000000000000,,,,Bear Creek,,,
3337,28363,"Cheney Creek at second bridge (Applegate, Rogue)",42.347960000000000,-123.477520000000000,3.310000000000000,1234510423783,0.000000000000000,,,,Cheney Creek,100K,,
3338,12262,Owyhee River upstream of Hot Springs at 3-Forks,42.526249999999997,-117.180944000000000,167.699999999999990,1170244438120,0.000000000000000,,,,Owyhee River,,,
3339,34197,Mary's River south of Avery Park Maintenance Facility,44.553100000000001,-123.277100000000000,1.280000000000000,1232609445565,0.000000000000000,,,,Marys River,100K,,
3340,29242,"South Beach, 0.1 km west of day use restroom",44.601050000000001,-124.069700000000000,140.210000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR627686,South Beach
3341,32468,Neal Creek below east/west confluence,45.599919999999997,-121.501170000000000,5.170000000000000,1215257456640,0.000000000000000,,,,Neal Creek,100K,,
3342,10813,Skipanon R at Carnahan Park RD,46.094400000000000,-123.908900000000000,6.000000000000000,1239211461664,0.000000000000000,,,,Skipanon River,,,
3343,25446,West Fork Spring Creek at Pine Tree Road,45.381259999999997,-117.291799999999990,3.700000000000000,1173098454242,0.000000000000000,,,,Spring Creek,,,
3344,30401,Willamette River Coast Fork tributary,43.595109999999998,-123.082520000000000,0.600000000000000,1230764436021,0.000000000000000,,,,Unnamed Stream,,,
3345,10533,Sixes River at Hwy 101 bridge,42.816749999999999,-124.481416999999990,5.100000000000000,1245439428541,0.000000000000000,,,,Sixes River,,,
3346,26843,West Fork Williams Creek,42.179532000000002,-123.341840000000000,4.700000000000000,1232742422111,0.000000000000000,,,,West Fork Williams Creek,,,
3347,12803,Calapooya Creek at Sutherlin drinking water intake,43.408999999999999,-123.163861000000000,25.300000000000001,1234686433656,0.000000000000000,,,,Calapooya Creek,,,
3348,25807,Lost Creek at Elijah Bristow State Park 20 feet downstream of bridge,43.939439999999998,-122.843610000000000,0.900000000000000,1228482439494,0.000000000000000,,,,Lost Creek,,,
3349,32130,N end of Hug Point Beach cove,45.828850000000003,-123.962080000000000,34.600000000000001,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR601061,Hug Point State Park Beach
3350,34122,"Frozen Creek at Myrtle Creek Road (North Myrtle, Umpqua)",43.079500000000003,-123.194200000000000,0.100000000000000,1231942430782,0.000000000000000,,,,Frozen Creek,100K,,
3351,11569,South Fork Coquille River at Spruce Street (Myrtle Point),43.065888999999999,-124.146139000000010,1.100000000000000,1241417430803,0.000000000000000,,,,South Fork Coquille River,,,
3352,34145,"Windy Creek mouth at Ruben Rd (Cow, South Umpqua)",42.740499999999997,-123.419000000000000,0.030000000000000,1234189427400,0.000000000000000,,,,Windy Creek,100K,,
3353,33727,Malheur River - South Fork,43.441937000000003,-118.256569000000000,12.359999999999999,1181670435564,0.000000000000000,,,,South Fork Malheur River,,,
3354,26866,Cash Creek,44.230381000000001,-122.880529999999990,3.100000000000000,1228364442033,0.000000000000000,,,,Cash Creek,,,
3355,10690,Metolius River north of Camp Sherman (Bridge 99),44.556500000000000,-121.619528000000000,29.000000000000000,1212861445954,0.000000000000000,,,,Metolius River,,,
3356,31998,Allwood Leachate ,45.556899999999999,-122.431900000000000,1.460000000000000,1224573455551,0.000000000000000,,,,Arata Creek,100K,,
3357,13607,Killiam Creek at Hwy 101,45.395277999999998,-123.803332999999990,0.030000000000000,1238043453960,0.000000000000000,,,,Killam Creek,,,
3358,24078,Kenutchen Creek downstream of Royal Crest Road,42.267741999999998,-122.771736000000000,1.200000000000000,1227936422632,0.000000000000000,,,,Kenutchen Creek,,,
3359,29033,Bergholtzer Creek at River Mile 2.6,45.697400000000002,-123.237500000000000,2.300000000000000,1231991456830,0.000000000000000,,,,Burgholzer Creek,,,
3360,10656,Rickreall Creek at mouth,44.929471999999997,-123.114583000000000,0.100000000000000,1231136449288,0.000000000000000,,,,Rickreall Creek,,,
3361,13298,Nehalem Bay at Jetty Fisheries,45.661110999999998,-123.930278000000000,0.400000000000000,1239368456576,0.000000000000000,,,,Nehalem Bay,,,
3362,25655,Isthmus Slough offshore of Millington,43.331280999999997,-124.193724000000000,0.700000000000000,1241999433841,0.000000000000000,,,,Isthmus Slough,,,
3363,23926,"French Pete Creek, 0.8 mile upstream from FSR 1931 crossing (South Fork McKenzie, McKenzie)",44.042082000000001,-122.197894000000010,0.600000000000000,1222081440408,0.000000000000000,,,,French Pete Creek,,,
3365,11483,Chetco River at USGS Gage (10 miles upstream of Brookings),42.123722000000001,-124.185889000000000,10.500000000000000,1242700420452,0.000000000000000,,,,Chetco River,,,
3366,10404,Umatilla River at Yoakum Bridge,45.677444000000001,-119.035389000000000,36.500000000000000,1193384459144,0.000000000000000,,,,Umatilla River,,,
3367,26634,"Lost Creek near mouth, park with covered bridge, Lost Creek Road (Rogue)",42.380150000000000,-122.578620000000000,0.060000000000000,1225822423861,0.000000000000000,,,,Lost Creek,100K,,
3368,11878,Charleston Boat Basin at east end,43.346417000000002,-124.324250000000010,0.600000000000000,1243210433542,0.000000000000000,,,,South Slough,,,
3369,33518,Miller Creek,45.607595000000003,-122.816812000000000,0.850000000000000,1228072456175,0.000000000000000,,,,Miller Creek,,,
3371,32668,McGuire Creek downstream of Diamond-Odell discharge #2 ditch,45.627589999999998,-121.545350000000000,0.360000000000000,1215436456319,0.000000000000000,,,,Unnamed Stream,24K,,
3372,13364,Siuslaw River at Cushman,43.976666999999999,-124.060000000000000,6.800000000000000,1241338440157,0.000000000000000,,,,Siuslaw River,,,
3373,30676,Middle Panther Creek below Kane Creek (North Yamhill),45.290280000000003,-123.290000000000010,8.900000000000000,1231806452443,0.000000000000000,,,,Panther Creek,,,
3374,29751,Coffenbury Lake at south end,46.167900000000003,-123.957800000000010,0.000000000000000,,0.000000000000000,1239603461722,Coffenbury Lake,StreamNet,,N/A,,
3375,30178,Lost River at Hwy 70 at Bonanza Springs,42.198613999999999,-121.397853000000000,44.340000000000003,1212146420011,0.000000000000000,,,,Lost River,100K,,
3378,30367,North Fork Clackamas River,45.217230000000001,-122.211440000000000,4.200000000000000,1222553452315,0.000000000000000,,,,North Fork Clackamas River,,,
3379,29465,Bridal Veil State Park,45.559167000000002,-122.174167000000000,0.800000000000000,1221857455662,0.000000000000000,,,,Bridal Veil Creek,,,
3380,23749,Schoolfork Creek at Yachats River Road,44.288694000000000,-123.939722000000000,0.300000000000000,1239444442895,0.000000000000000,,,,School Fork,,,
3381,31864,Cow Creek below Council Creek Bridge,42.924114000000003,-123.421417000000010,6.200000000000000,1233379429474,0.000000000000000,,,,Cow Creek,100K,,
3382,25741,"Clearwater 2 Penstockl Intake, North Umpqua River",43.264699999999998,-122.409610000000000,0.000000000000000,,0.000000000000000,1224067432634,Clearwater Number 2 Forebay,StreamNet,,NA,,
3384,33922,Coquille R MID FK at RM 1.25,43.032940000000004,-124.100089999999990,1.350000000000000,1241173430339,0.000000000000000,,,,Middle Fork Coquille River,100K,,
3385,25764,Floras Lake SW-W finger,42.884720000000002,-124.507210000000000,0.000000000000000,,0.000000000000000,1245047428942,Floras Lake,StreamNet, ,100K,,
3386,23992,"OR2000-0010, Columbia River 10",46.057420000000000,-122.886709999999990,68.700000000000003,1240483462464,0.000000000000000,,,,Columbia River,,,
3387,32150,Copeland Creek near mouth,43.291699999999999,-122.543000000000010,0.150000000000000,1225461432920,0.000000000000000,,,,Copeland Creek,100K,,
3388,11326,Johnson Creek at Pleasant View/190th Avenue (Gresham),45.486111000000001,-122.467778000000000,12.300000000000001,1226465454422,0.000000000000000,,,,Johnson Creek,,,
3390,25180,South Umpqua River at Roseburg Fairgrounds,43.194569999999999,-123.355330000000000,12.800000000000001,1234460432680,0.000000000000000,,,,South Umpqua River,,,
3391,23365,West Fork Illinois River at confluence with mainstem Illinois River,42.160432999999998,-123.658472000000000,0.100000000000000,1236586421597,0.000000000000000,,,,West Fork Illinois River,,,
3392,29222,Beaver Creek upstream of mouth,42.949064999999997,-122.816790999999990,0.100000000000000,1228173429509,0.000000000000000,,,,Beaver Creek,,,
3394,30696,"South Umpqua River at Old Hwy 99 Bridge Crossing, River Mile 24.6",43.113472999999999,-123.415617999999990,24.100000000000001,1234460432680,0.000000000000000,,,,South Umpqua River,,,
3395,13521,South Slough at head of Sengstacken Slough,43.306111000000001,-124.313361000000000,3.600000000000000,1243210433542,0.000000000000000,,,,South Slough,,,
3396,33252,"Weaver Creek at Hidden Homestead Road near mouth (South Myrtle, South Umpqua)",43.052199999999999,-123.067600000000000,0.480000000000000,1230672430456,0.000000000000000,,,,Weaver Creek,100K,,
3397,31480,"Rushing Water Creek, LC reference site",45.371879999999997,-121.777850000000000,0.270000000000000,1217800453755,0.000000000000000,,,,Rushing Water Creek,,,
3398,34036,North Yamhill River downstream of Yamhill Creek (North Yamhill),45.323200000000000,-123.191700000000000,13.230000000000000,1231445452259,0.000000000000000,,,,North Yamhill River,100K,,
3399,31821,Kiwanda Beach at mid mound,45.212719999999997,-123.971980000000000,86.750000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR769241,Cape Kiwanda State Park Beach
3400,10722,Wallowa River downstream of dam (Wallowa Street Park),45.335444000000003,-117.222139000000000,50.000000000000000,1177853457255,0.000000000000000,,,,Wallowa River,,,
3401,26952,South Fork McKenzie River tributary,43.950930000000000,-122.115680000000000,0.600000000000000,1221119439589,0.000000000000000,,,,"McKenzie River, South Fork",,,
3402,14509,Cedar Springs Ranch Spring,45.603194000000002,-120.287417000000000,0.110000000000000,1202909456024,0.000000000000000,,,,Unnamed Stream,24K,,
3403,10624,Clackamas River at mouth,45.372805999999997,-122.605806000000000,0.100000000000000,1226050453723,0.000000000000000,,,,Clackamas River,,,
3404,23858,"Little North Fork Silver Creek at River Mile 0.30 (Silver, Pudding, Willamette)",44.881740999999998,-122.594274000000000,0.300000000000000,1225988448838,0.000000000000000,,,,Little North Fork Silver Creek,,,
3405,29692,"Sharps Creek at Sharps Creek Road, upstream of Pony Creek (tributary to Row River at River Mile 17.0, to Coast Fork Willamette River at River Mile 21, to Willamette River at River Mile 187)",43.650199999999998,-122.795300000000000,4.700000000000000,1228381436955,0.000000000000000,,,,Sharps Creek,,,
3407,33250,Myrtle Creek South end of bridge at Myrtle Creek Road (South Umpqua),43.034300000000002,-123.131300000000000,10.699999999999999,1232847430231,0.000000000000000,,,,South Myrtle Creek,100K,,
3409,21820,Beaver Creek at River Mile 6.44,42.096325000000000,-122.983839000000000,6.000000000000000,1230839421204,0.000000000000000,,,,Beaver Creek,,,
3410,33227,Calapooya Creek at Hinkle Creek Road,43.438330000000001,-123.092670000000000,31.000000000000000,1234686433656,0.000000000000000,,,,Calapooya Creek,100K,,
3411,31730,Gold Lake Creek,43.643720000000002,-122.030970000000000,26.640000000000001,1224392437260,0.000000000000000,,,,Salt Creek,,,
3413,18803,West Fork Smith River at mouth,43.806221999999998,-123.765083000000000,34.600000000000001,1240888437043,0.000000000000000,,,,Smith River,,,
3414,21797,Mill Creek at River Mile 1.30,42.974632999999997,-124.185911000000000,1.100000000000000,1241655429773,0.000000000000000,,,,Mill Creek,,,
3415,31830,"Umpqua beach, 150 meters south of jetty",43.661520000000003,-124.210230000000000,210.849999999999990,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR937019,Umpqua Beach
3416,22315,Grande Ronde River 150 feet downstream of Elgin WWTP outfall,45.580083000000002,-117.913306000000010,96.500000000000000,1169845460718,0.000000000000000,,,,Grande Ronde River,,,
3418,10390,Nehalem River at Foss,45.704694000000003,-123.753361000000000,15.000000000000000,1238951456889,0.000000000000000,,,,Nehalem River,,,
3419,30210,Galice Creek at mouth,42.564051999999997,-123.596177999999990,0.100000000000000,1235977425632,0.000000000000000,,,,Galice Creek,,,
3420,31607,"Columbia River at River Mile 17, north shore south of Knappton",46.268400000000000,-123.822260000000000,13.210000000000001,1240483462464,0.000000000000000,,,,Columbia River,100K,,
3422,28395,North Umpqua above Little River mouth,43.301580000000001,-123.100040000000010,28.899999999999999,1234460432681,0.000000000000000,,,,North Umpqua River,,,
3423,29331,Ona Beach at Beaver Creek,44.522520000000000,-124.076870000000000,145.789999999999990,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR314514,Ona Beach
3424,13691,Yaquina Bay at seawall at Port Dock #7,44.630277999999997,-124.045806000000000,2.300000000000000,1240830446097,0.000000000000000,,,,Yaquina River,,,
3425,30671,Hunter Creek below Turner Creek (Hunter Creek Loop Road Bridge) (South Coast),42.390279999999997,-124.414620000000000,0.600000000000000,1244242423867,0.000000000000000,,,,Hunter Creek,,,
3427,18746,"Eliot Branch Middle Fork Hood River, upstream of Mfid Diversion",45.455167000000003,-121.634833000000000,0.880000000000000,1216377454532,0.000000000000000,,,,Elliot Branch,24K,,
3428,11515,Zollner Creek at Hwy 214,45.088222000000002,-122.787222000000000,3.200000000000000,1228266451046,0.000000000000000,,,,Zollner Creek,,,
3429,23758,"Slate Creek at mouth, tributary to Applegate River",42.394759999999998,-123.460747000000000,0.300000000000000,1234577423981,0.000000000000000,,,,Slate Creek,,,
3432,32414,South Fork Coos River at River Mile 14 just upstream of Weyerhaeuser Office Complex,43.368319999999997,-124.011250000000000,8.840000000000000,1240991433776,0.000000000000000,,,,South Fork Coos River,100K,,
3433,28372,Little Applegate River at Yale Creek (Rogue),42.149549999999998,-122.956070000000000,6.200000000000000,1230453421985,0.000000000000000,,,,Little Applegate River,100K,,
3434,34286,Griffin Creek at 909 Comet Street,42.383533999999997,-122.924700000000000,0.850000000000000,1229250423955,0.000000000000000,,,,Griffin Creek,100K,,
3435,26457,Smith River at South Side Road,43.738090000000000,-124.063520000000000,3.300000000000000,1240888437043,0.000000000000000,,,,Smith River,,,
3437,34129,South Umpqua at Canyonville Park,42.939999999999998,-123.265400000000000,51.539999999999999,1234460432680,0.000000000000000,,,,South Umpqua River,100K,,
3438,23901,"Tumbling Creek, 1/3 mile upstream of Salmon River (Salmon, Sandy, Columbia)",45.233316000000002,-121.880467999999990,0.200000000000000,1218807452356,0.000000000000000,,,,Iron Creek,,,
3439,10674,Sandy River at Troutdale Bridge,45.538499999999999,-122.375444000000000,3.200000000000000,1224071455697,0.000000000000000,,,,Sandy River,,,
3440,34229,South Fork Alsea River at Alsea & Deadwood Road,44.365920000000003,-123.599350000000000,0.840000000000000,1236036443765,0.000000000000000,,,,South Fork Alsea River,100K,,
3441,13671,Coos Bay north of Crawford Point,43.320000000000000,-124.110000000000000,9.199999999999999,1243397433543,0.000000000000000,,,,Coos Bay,,,
3442,13330,Yaquina River at Marker #32,44.574167000000003,-123.964444000000000,9.300000000000001,1240830446097,0.000000000000000,,,,Yaquina River,,,
3443,25573,Lewis and Clark River 0.25 miles downstream of Stavebolt Lane Bridge (River Mile 7.25),46.080500000000001,-123.845240000000000,7.900000000000000,1238576461676,0.000000000000000,,,,Lewis And Clark River,,,
3444,33888,Crab Tree Creek at River Mile 21.5,44.600186000000001,-122.688660000000000,21.690000000000001,1229569446754,0.000000000000000,,,,Crabtree Creek,,,
3445,25673,"Catching Slough, south of Coos River",43.346688000000000,-124.162831000000000,1.620000000000000,1241738433647,0.000000000000000,,,,Catching Slough,,,
3446,33788,Coyle Creek headwaters below FSR 2610,44.412730000000003,-120.402900000000000,2.950000000000000,1204257443963,0.000000000000000,,,,Coyle Creek,,,
3447,13230,Hicks Creek off 1160 Trail #20,42.654693999999999,-124.015861000000000,0.270000000000000,1240118426520,0.000000000000000,,,,Unnamed Stream,24K,,
3448,12546,Fifteenmile Creek 200 feet downstream of Dufur STP outfall,45.450639000000002,-121.118972000000000,29.500000000000000,1211264456185,0.000000000000000,,,,Fifteenmile Creek,,,
3451,31873,Duplicate station.  Data can be found under station 10896,45.147700000000000,-122.780400000000000,1.380000000000000,1227735451611,0.000000000000000,,,,Butte Creek,100K,,
3452,26918,Lake Creek,44.857439999999997,-119.967339999999990,3.500000000000000,1199578448150,0.000000000000000,,,,Lake Creek,,,
3454,24168,Leonard Drain at confluence with South Fork Sprague River at Ivory Pine Road,45.439616999999998,-121.095031000000010,6.200000000000000,1210464455058,0.000000000000000,,,,Dry Creek,,,
3456,21821,"South Fork Salmon River, 5.6 miles on Salmon River Road",45.268599999999999,-121.938300000000000,0.200000000000000,1219382452722,0.000000000000000,,,,South Fork Salmon River,,,
3457,13070,Clackamas River at Mciver Park (upper boat ramp),45.299388999999998,-122.360361000000000,22.300000000000001,1226050453723,0.000000000000000,,,,Clackamas River,,,
3459,12329,Gaper Station 11A (Yaquina Bay at Marker #7),44.618056000000003,-124.063333000000000,1.200000000000000,1240830446097,0.000000000000000,,,,Yaquina River,,,
3460,24454,"Coe Branch, 1/4 mile up from FSR 630 switchback (East Fork Hood, Hood)",45.433610999999999,-121.668293000000010,2.500000000000000,1216459454628,0.000000000000000,,,,Coe Branch,,,
3461,29618,West Fork Mary's River at Mary's River Road,44.694369999999999,-123.571440000000000,3.000000000000000,1235615446570,0.000000000000000,,,,West Fork Marys River,,,
3462,28296,Buck Creek at first bridge upstream of Lost River,42.194861000000003,-121.451140000000000,0.800000000000000,1214385421880,0.000000000000000,,,,Buck Creek,,,
3463,13540,Isthmus Slough at Millington,43.335555999999997,-124.192222000000000,4.200000000000000,1241999433841,0.000000000000000,,,,Isthmus Slough,,,
3464,25588,Eagle Point Storm Buchanan Ditch,42.465089999999996,-122.810810000000000,4.200000000000000,1228754424514,0.000000000000000,,,,Little Butte Creek,,,
3465,22957,Lage Orchard Plant receiving stream at Hwy 35,45.649583000000000,-121.511833000000000,0.200000000000000,1215137456488,0.000000000000000,,,,Unnamed Stream,24K,,
3466,23498,Walla Walla River at Matthews Lane off Tum-A-Lum Road,45.994838999999999,-118.378052999999990,40.899999999999999,1189393460624,0.000000000000000,,,,Walla Walla River,,,
3467,30468,Meyers Beach at Meyers Creek,42.306269999999998,-124.413529999999990,325.190000000000000,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR642423,Meyers Beach
3468,14081,Bashaw Creek at Wintel Road,44.775278000000000,-122.083333000000000,5.500000000000000,1221580447267,0.000000000000000,,,,Breitenbush River,,,
3469,25204,Threemile Creek at Hwy 197,45.597999999999999,-121.135000000000010,1.000000000000000,1211482456067,0.000000000000000,,,,Threemile Creek,,,
3470,29332,Ona Beach North,44.525359999999999,-124.076730000000000,145.460000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR314514,Ona Beach
3471,32197,"Alsea River downstream of Drift Creek, adjecent to kin silver RV park and marina",44.416179999999997,-124.005844999999990,4.900000000000000,1240782444222,0.000000000000000,,,,Alsea River,100K,OR515788,Alsea River Recreation Area Beach
3472,12561,Deschutes River upstream of Riverhouse Hotel,44.079166999999998,-121.305833000000010,162.099999999999990,1209151456389,0.000000000000000,,,,Deschutes River,,,
3474,28900,Fish Lake at east end of lake,42.391320000000000,-122.318850000000000,17.399999999999999,1226154424196,0.000000000000000,1223333423868,Fish Lake,StreamNet,North Fork Little Butte Creek,100K,,
3475,30720,Taylor Creek at mouth,42.550199999999997,-123.562700000000010,0.050000000000000,1235618425506,0.000000000000000,,,,Taylor Creek,,,
3476,28407,Little River above Emile Creek,43.248320000000000,-122.900400000000000,14.750000000000000,1231024432977,0.000000000000000,,,,Little River,100K,,
3477,32581,Port Orford North Cove,42.740440000000000,-124.498250000000000,287.779999999999970,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR154754,Port Point Beach
3478,10205,Scoggins Creek at Old Hwy 47,45.458778000000002,-123.154000000000000,1.600000000000000,1231261454600,0.000000000000000,,,,Scoggins Creek,,,
3479,34848,West Drew Creek down stream site at RM 1.04,44.149270000000001,-123.250860000000000,1.030000000000000,1232397441583,0.000000000000000,,,,Unnamed Stream,24K,,
3480,13697,Umpqua River at Half Moon Bay,43.670278000000003,-124.194444000000000,0.400000000000000,1242038436694,0.000000000000000,,,,Umpqua River,,,
3481,25356,Coal Creek,44.973953000000002,-122.506950000000000,5.800000000000000,1225955450166,0.000000000000000,,,,Coal Creek,,,
3483,33076,South Fork Coos River at upper end near River Mile 13,43.364690000000003,-124.019000000000010,7.710000000000000,1240991433776,0.000000000000000,,,,South Fork Coos River,100K,,
3484,24059,Cold Springs Creek (Hood River East Fork),45.398403000000002,-121.588682000000010,1.300000000000000,1215703454047,0.000000000000000,,,,Cold Spring Creek,,,
3485,12913,Cow Creek 150 yards upstream of Riddle outfall,42.949556000000001,-123.356500000000000,2.000000000000000,1233379429474,0.000000000000000,,,,Cow Creek,,,
3486,30225,"OR03-0011 Pacific Ocean, 2.2 nautical miles west of Cape Ferrelo",42.119408999999997,-124.398336000000000,342.990000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,,
3487,33142,Miami River at bridge on Miami Forest Road,45.612597000000001,-123.860016000000000,7.190000000000000,1239230455475,0.000000000000000,,,,Miami River,100K,,
3488,24486,North Fork John Day River at mouth,44.755833000000003,-119.637500000000000,0.100000000000000,1196393447553,0.000000000000000,,,,North Fork John Day River,,,
3489,35157,"Mill Creek, US of Lakewood outfall",45.205579999999998,-122.788749999999990,4.220000000000000,1227520452422,0.000000000000000,,,,Mill Creek,100K,,
3490,13388,Isthmus Slough at Eastside Bridge,43.356667000000002,-124.192778000000000,2.600000000000000,1241999433841,0.000000000000000,,,,Isthmus Slough,,,
3491,10898,Butte Creek at Scotts Mills Dam,45.047277999999999,-122.671083000000000,13.699999999999999,1227735451611,0.000000000000000,,,,Butte Creek,,,
3492,29441,Tenmile Creek at Hilltop Drive Bridge,43.573732000000000,-124.173651000000010,4.900000000000000,1242320435616,0.000000000000000,,,,Tenmile Creek,,,
3495,31390,Tide Creek,45.962060000000001,-122.949220000000000,11.900000000000000,1228666459968,0.000000000000000,,,,Tide Creek,,,
3496,32116,Noyer Creek at mouth,45.395600000000002,-122.471800000000000,0.460000000000000,1224764453923,0.000000000000000,,,,Richardson Creek,100K,,
3498,32182,"Columbia River at River Mile 5, Baker Bay, 0.3 nautical miles north of Sand Island",46.267691999999997,-123.978361000000010,3.680000000000000,1240483462464,0.000000000000000,,,,Columbia River,100K,,
3499,29265,"Neskowin day use area, 1.0 km north of Rock Island",45.101529999999997,-123.986720000000010,94.810000000000002,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR378443,Neskowin Beach
3500,20727,Tillamook Bay,45.508889000000003,-123.911389000000000,3.900000000000000,1239378455599,0.000000000000000,,,,Tillamook Bay,,,
3501,33084,"Little Walla Walla River, west branch/Crocket",45.969949999999997,-118.410600000000000,7.880000000000000,1184802460383,0.000000000000000,,,,West Little Walla Walla River,100K,,
3502,13164,East Fork Hood River # Efid Headgate,45.509110999999997,-121.563278000000000,6.600000000000000,1216272455754,0.000000000000000,,,,East Fork Hood River,,,
3503,30476,Bullards Beach,43.144970000000001,-124.417790000000000,252.900000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,,OR368023,Bullards Beach
3504,10765,Klamath River at Hwy 66 (Keno),42.128056000000001,-121.927778000000000,252.900000000000010,1221913420005,0.000000000000000,,,,Klamath River,,,
3505,30167,Copper Glen Drive and Pringle Drive,44.898200000000003,-123.025000000000010,3.560000000000000,1230450449387,0.000000000000000,,,,Pringle Creek,100K,,
3506,18946,Klamath River downstream of Gorr Island at Teeters Landing,42.084499999999998,-121.882583000000000,247.880000000000000,1221913420005,0.000000000000000,,,,Klamath River,,,
3507,31687,Mill Beach at west end of creek,42.049300000000002,-124.292599999999990,350.680000000000010,1240637462558,0.000000000000000,,,,Pacific Ocean,100K,OR953303,Mill Beach
3508,13705,Umpqua River at Ip Mill Site (Gardiner),43.744166999999997,-124.124722000000010,7.100000000000000,1242038436694,0.000000000000000,,,,Umpqua River,,,
3509,33456,Donegan Creek (ODFW),42.935200000000002,-122.653499999999990,0.690000000000000,1226564429448,0.000000000000000,,,,Donegan Creek,,,
3510,33457,Falcon Creek (ODFW),42.993459999999999,-122.545199999999990,0.490000000000000,1225523429978,0.000000000000000,,,,Falcon Creek,,,
3511,33458,Boulder Creek (ODFW),43.071649999999998,-122.781600000000000,1.500000000000000,1227784430529,0.000000000000000,,,,Boulder Creek,,,
3512,33459,Cavitt Creek 1 (ODFW),43.188540000000003,-123.027199999999990,4.220000000000000,1230204432409,0.000000000000000,,,,Cavitt Creek,,,
3513,33460,Cavitt Creek 2 (ODFW),43.146410000000003,-122.974500000000010,9.650000000000000,1230204432409,0.000000000000000,,,,Cavitt Creek,,,
3514,33461,Rock Creek East Fork (ODFW),43.380519999999997,-122.828599999999990,5.120000000000000,1229115434059,0.000000000000000,,,,East Fork Rock Creek,,,
3515,33937,Trout Creek below RR trestle,44.816899999999997,-121.076300000000000,0.840000000000000,1210877448214,0.000000000000000,,,,Trout Creek,,,
3516,33938,Trout Creek downstream of Cook Lane and Trout Creek Ranch,44.803300000000000,-121.068900000000000,1.090000000000000,1210877448214,0.000000000000000,,,,Trout Creek,,,
3517,33939,Trout Creek in lower canyon on Trout Creek Ranch,44.808830000000000,-121.054180000000000,3.450000000000000,1210877448214,0.000000000000000,,,,Trout Creek,,,
3518,33940,Trout Creek downstream of barn on Trout Creek Ranch,44.802599999999998,-121.034700000000000,4.660000000000000,1210877448214,0.000000000000000,,,,Trout Creek,,,
3519,33941,Antelope Creek approximately 0.9 miles below confluence with Ward Creek,44.838960000000000,-120.913180000000000,1.490000000000000,1209204448228,0.000000000000000,,,,Antelope Creek,,,
3520,33942,Antelope Creek upstream of Ward Creek,44.844940000000001,-120.897989999999990,2.520000000000000,1209204448228,0.000000000000000,,,,Antelope Creek,,,
3521,33943,Ward Creek upstream of Antelope Creek,44.846480000000000,-120.900610000000000,0.070000000000000,1209005448454,0.000000000000000,,,,Ward Creek,,,
3522,33944,Trout Creek approximately 1 mile upstream of confluence with Antelope Creek,44.820639999999997,-120.907880000000010,13.619999999999999,1210877448214,0.000000000000000,,,,Trout Creek,,,
3523,33945,Trout Creek approximately 3/4 mile downstream of Juniper Creek,44.824520000000000,-120.863339999999990,16.250000000000000,1210877448214,0.000000000000000,,,,Trout Creek,,,
3524,33946,Tub Springs Creek approximately 2 mile upstream Trout Creek,44.816000000000003,-120.788200000000000,2.210000000000000,1208179448079,0.000000000000000,,,,Tub Springs Canyon,,,
3525,33947,Trout Creek upstream of Forest boundary,44.562800000000003,-120.597300000000000,45.850000000000001,1210877448214,0.000000000000000,,,,Trout Creek,,,
3526,33948,Potlid Creek approximately 3/4 mile downstream of Road 2720,44.547600000000003,-120.612200000000000,1.780000000000000,1206101445708,0.000000000000000,,,,Potlid Creek,,,
3527,33949,Dutchman Creek downstream of Road 2720 and flow gauge station,44.552900000000001,-120.672600000000000,2.380000000000000,1206732445823,0.000000000000000,,,,Dutchman Creek,,,
3528,34612,Boundary Cr at Mouth,45.360599999999998,-123.547500000000000,0.020000000000000,1235474453609,0.000000000000000,,,,Boundary Creek,,,
3529,34613,Jewel Cr at RM 0.99,45.295900000000003,-123.916200000000000,1.010000000000000,1239345452971,0.000000000000000,,,,Jewel Creek,,,
3530,34614,Crazy Cr at RM 0.07,45.173099999999998,-123.777199999999990,0.070000000000000,1237781451741,0.000000000000000,,,,Crazy Creek,,,
3531,34615,Cow Cr at RM 1.51,45.872700000000002,-123.541500000000000,1.530000000000000,1235539458919,0.000000000000000,,,,Cow Creek,,,
