"site_only","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","LatChar","LonChar"
"R10PORTLANDHARBOR-WLCSLH01GP69","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP69","GP69","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579506799999997","-122.7554593",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5795068","-122.7554593"
"R10PORTLANDHARBOR-WLCSLH01GP70","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP70","GP70","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579373599999997","-122.75536409999999",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5793736","-122.7553641"
"R10PORTLANDHARBOR-WLCSLH01GP72","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP72","GP72","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.580217599999997","-122.7551788",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5802176","-122.7551788"
"R10PORTLANDHARBOR-WLCSLH01GP73","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP73","GP73","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579633999999999","-122.7556463",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.579634","-122.7556463"
"R10PORTLANDHARBOR-WLCSLH01GP74","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP74","GP74","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579847299999997","-122.754256",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5798473","-122.754256"
"R10PORTLANDHARBOR-WLCSLH01GP75","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP75","GP75","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579109699999997","-122.75502160000001",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5791097","-122.7550216"
"R10PORTLANDHARBOR-WLCSLH01GP76","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP76","GP76","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579273200000003","-122.7556155",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5792732","-122.7556155"
"R10PORTLANDHARBOR-WLCSLH01GP77","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP77","GP77","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579521100000001","-122.7558205",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5795211","-122.7558205"
"R10PORTLANDHARBOR-WLCSLH01GP78","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP78","GP78","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579621400000001","-122.7557152",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5796214","-122.7557152"
"R10PORTLANDHARBOR-WLCSLH01GP79","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP79","GP79","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579511599999996","-122.75587520000001",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5795116","-122.7558752"
"R10PORTLANDHARBOR-WLCSLH01GP81","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP81","GP81","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579438699999997","-122.7556848",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5794387","-122.7556848"
"R10PORTLANDHARBOR-WLCSLH01GP82","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP82","GP82","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579311099999998","-122.7557746",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5793111","-122.7557746"
"R10PORTLANDHARBOR-WLCSLH01GP83","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP83","GP83","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579341900000003","-122.7555543",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5793419","-122.7555543"
"R10PORTLANDHARBOR-WLCSLH01GP84","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCSLH01GP84","GP84","River/Stream","Rivermile 6.4",17090012,NA,"",NA,NA,"45.579223300000002","-122.75527169999999",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.5792233","-122.7552717"
"R10PORTLANDHARBOR-WLCWQH03WILLRVR","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLCWQH03WILLRVR","WILLRIVER","River/Stream","Rivermile 1.1",17090012,NA,"",NA,NA,"45.642638400000003","-122.777011",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"51",NA,NA,NA,NA,NA,NA,NA,NA,"45.6426384","-122.777011"
"R10PORTLANDHARBOR-WLFLH07BG01SW","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLFLH07BG01SW","BG01SW","River/Stream","Rivermile 28.5",17090007,NA,"",NA,NA,"45.336782999999997","-122.653795",NA,"","","GPS Code (Pseudo Range) Differential","NAD83","56.0","ft             ",NA,"","Other","NAVD88      ","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"45.336783","-122.653795"
"R10PORTLANDHARBOR-WLFLH07BH05","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLFLH07BH05","BH05","River/Stream","Rivermile 26.2",17090007,NA,"",NA,NA,"45.352654000000001","-122.613953",NA,"","","GPS Code (Pseudo Range) Differential","NAD83","69.0","ft             ",NA,"","Other","NAVD88      ","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"45.352654","-122.613953"
"R10PORTLANDHARBOR-WLFLH07WL01SW","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLFLH07WL01SW","WL01SW","River/Stream","Rivermile 26.4",17090007,NA,"",NA,NA,"45.352884000000003","-122.618323",NA,"","","GPS Code (Pseudo Range) Differential","NAD83","56.0","ft             ",NA,"","Other","NAVD88      ","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"45.352884","-122.618323"
"R10PORTLANDHARBOR-WLFLH07WR07SW","R10PORTLANDHARBOR","EPA Region 10 Superfund Portland Harbor Site","R10PORTLANDHARBOR-WLFLH07WR07SW","WR07SW","River/Stream","Rivermile 25.3",17090007,NA,"",NA,NA,"45.364752000000003","-122.605064",NA,"","","GPS Code (Pseudo Range) Differential","NAD83",NA,"ft             ",NA,"","Other","NAVD88      ","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"45.364752","-122.605064"
"WCAP99-0845","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WCAP99-0845","GROUSE CREEK","River/Stream","XLON_DD=""-122.765278"";XLAT_DD=""42.002222"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""CA"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS",18010206,NA,"",NA,"","42.003","-122.76312",NA,"","","GPS-Unspecified","WGS84","1093.0","m              ",NA,"","Other","NGVD29      ","US",41,"029",NA,NA,NA,NA,NA,NA,NA,NA,"42.003","-122.76312"
"WORP99-0503","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0503","BEAR CREEK","River/Stream","XLON_DD=""-122.20408"";XLAT_DD=""43.55453"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17090001,NA,"",NA,"","43.55453","-122.20408",NA,"","","GPS-Unspecified","WGS84","1383.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"43.55441","-122.20504"
"WORP99-0503","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0503","BEAR CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 6.96km^2/Station Weight (km): 587.7617/IBI Score: 48.607/OE Taxa Loss: 0.974",17090001,NA,"",NA,NA,"43.549999999999997","-122.2",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1383.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA,"43.55441","-122.20504"
"WORP99-0505","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0505","ROCK CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 131.5824km^2/Station Weight (km): 470.2093/IBI Score: 62.929/OE Taxa Loss: 0.904",17100202,NA,"",NA,NA,"45.880000000000003","-123.29000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","230.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"9",NA,NA,NA,NA,NA,NA,NA,NA,"45.88232","-123.29797"
"WORP99-0505","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0505","ROCK CREEK","River/Stream","XLON_DD=""-123.29801"";XLAT_DD=""45.88219"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17100202,NA,"",NA,"","45.882190000000001","-123.29801",NA,"","","GPS-Unspecified","WGS84","230.0","m              ",NA,"","Other","NGVD29      ","US",41,"009",NA,NA,NA,NA,NA,NA,NA,NA,"45.88232","-123.29797"
"WORP99-0508","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0508","MINK CREEK","River/Stream","XLON_DD=""-123.84609"";XLAT_DD=""43.32611"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17100304,NA,"",NA,"","43.32611","-123.84609",NA,"","","GPS-Unspecified","WGS84","174.0","m              ",NA,"","Other","NGVD29      ","US",41,"011",NA,NA,NA,NA,NA,NA,NA,NA,"43.32637","-123.84749"
"WORP99-0508","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0508","MINK CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 9.0603km^2/Station Weight (km): 587.7617/IBI Score: 65.717/OE Taxa Loss: 0.874",17100304,NA,"",NA,NA,"43.32","-123.84",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","174.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA,"43.32637","-123.84749"
"WORP99-0510","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0510","MUDDY CREEK","River/Stream","XLON_DD=""-120.581111"";XLAT_DD=""42.233056"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXV",18020001,NA,"",NA,"","42.237699999999997","-120.57559000000001",NA,"","","GPS-Unspecified","WGS84","1803.0","m              ",NA,"","Other","NGVD29      ","US",41,"037",NA,NA,NA,NA,NA,NA,NA,NA,"42.23773","-120.57656"
"WORP99-0510","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0510","MUDDY CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 5.8044km^2/Station Weight (km): 1175.5233/IBI Score: 55.947/OE Taxa Loss: 0.974",18020001,NA,"",NA,NA,"42.229999999999997","-120.56999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1803.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"37",NA,NA,NA,NA,NA,NA,NA,NA,"42.23773","-120.57656"
"WORP99-0511","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0511","LITTLE ZIGZAG CANYON","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 1.3914km^2/Station Weight (km): 1175.5233/IBI Score: 16.667/OE Taxa Loss: 0.208",17080001,NA,"",NA,NA,"45.329999999999998","-121.73",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1688.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"45.33377","-121.7321"
"WORP99-0511","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0511","LITTLE ZIGZAG CANYON","River/Stream","XLON_DD=""-121.732049"";XLAT_DD=""45.337988"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXV",17080001,NA,"",NA,"","45.333759999999998","-121.73108000000001",NA,"","","GPS-Unspecified","WGS84","1688.0","m              ",NA,"","Other","NGVD29      ","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"45.33377","-121.7321"
"WORP99-0512","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0512","NORTH TRAIL CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 15.5585km^2/Station Weight (km): 36.3806/IBI Score: 66.401/OE Taxa Loss: 1.116",17070202,NA,"",NA,NA,"44.950000000000003","-118.37",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1727.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"23",NA,NA,NA,NA,NA,NA,NA,NA,"44.956","-118.3767"
"WORP99-0512","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0512","NORTH TRAIL CREEK","River/Stream","XLON_DD=""-118.37558"";XLAT_DD=""44.95604"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17070202,NA,"",NA,"","44.956040000000002","-118.37558",NA,"","","GPS-Unspecified","WGS84","1727.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"44.956","-118.3767"
"WORP99-0514","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0514","SYCAN RIVER","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 1137.1881km^2/Station Weight (km): 783.6822/IBI Score: 8.1409",18010202,NA,"",NA,NA,"42.68","-121.25",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1496.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"35",NA,NA,NA,NA,NA,NA,NA,NA,"42.68806","-121.25865"
"WORP99-0514","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0514","SYCAN RIVER","River/Stream","XLON_DD=""-121.25764"";XLAT_DD=""42.68841"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",18010202,NA,"",NA,"","42.688409999999998","-121.25763999999999",NA,"","","GPS-Unspecified","WGS84","1496.0","m              ",NA,"","Other","NGVD29      ","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,"42.68806","-121.25865"
"WORP99-0515","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0515","WF SILVER CREEK","River/Stream","XLON_DD=""-121.25805"";XLAT_DD=""42.94322"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS",17120005,NA,"",NA,"","42.943219999999997","-121.25805",NA,"","","GPS-Unspecified","WGS84","1921.0","m              ",NA,"","Other","NGVD29      ","US",41,"037",NA,NA,NA,NA,NA,NA,NA,NA,"42.94294","-121.2588"
"WORP99-0515","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0515","WF SILVER CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 6.2281km^2/Station Weight (km): 1175.5233/IBI Score: 41.49/OE Taxa Loss: 1.041",17120005,NA,"",NA,NA,"42.939999999999998","-121.25",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1921.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"37",NA,NA,NA,NA,NA,NA,NA,NA,"42.94294","-121.2588"
"WORP99-0518","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0518","BROADY CREEK","River/Stream","XLON_DD=""-117.08959"";XLAT_DD=""45.88877"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17060106,NA,"",NA,"","45.888770000000001","-117.08959",NA,"","","GPS-Unspecified","WGS84","1042.0","m              ",NA,"","Other","NGVD29      ","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"45.88876","-117.09055"
"WORP99-0518","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0518","BROADY CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 34.0685km^2/Station Weight (km): 391.8411/IBI Score: 61.986/OE Taxa Loss: 1.022",17060106,NA,"",NA,NA,"45.880000000000003","-117.08",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","1042.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"63",NA,NA,NA,NA,NA,NA,NA,NA,"45.88876","-117.09055"
"WORP99-0520","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0520","UPPER ROCK CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 49.0209km^2/Station Weight (km): 470.2093/IBI Score: 74.133/OE Taxa Loss: 0.661",17100305,NA,"",NA,NA,"43.020000000000003","-123.81999999999999",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","405.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA,"43.01943","-123.82788"
"WORP99-0520","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0520","UPPER ROCK CREEK","River/Stream","XLON_DD=""-123.823336"";XLAT_DD=""43.024012"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS",17100305,NA,"",NA,"","43.020910000000001","-123.82501999999999",NA,"","","GPS-Unspecified","WGS84","405.0","m              ",NA,"","Other","NGVD29      ","US",41,"011",NA,NA,NA,NA,NA,NA,NA,NA,"43.01943","-123.82788"
"WORP99-0522","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0522","BIG TROUT CREEK","River/Stream","XLON_DD=""-118.295833"";XLAT_DD=""42.04"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_CHE",17120009,NA,"",NA,"","42.04392","-118.29376999999999",NA,"","","GPS-Unspecified","WGS84","2048.0","m              ",NA,"","Other","NGVD29      ","US",41,"025",NA,NA,NA,NA,NA,NA,NA,NA,"42.04374","-118.29447"
"WORP99-0522","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0522","BIG TROUT CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 20.0986km^2/Station Weight (km): 293.8808/IBI Score: 61.767/OE Taxa Loss: 0.769",17120009,NA,"",NA,NA,"42.039999999999999","-118.29000000000001",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","2048.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"25",NA,NA,NA,NA,NA,NA,NA,NA,"42.04374","-118.29447"
"WORP99-0523","NARS","EPA National Aquatic Resource Survey Data","NARS-WORP99-0523","DIXIE CREEK","River/Stream","FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 184.0576km^2/Station Weight (km): 783.6822/IBI Score: 41.856/OE Taxa Loss: 0.902",17050202,NA,"",NA,NA,"44.439999999999998","-117.36",NA,"","","Interpolation - Digital Map Source (TIGER)","NAD27","777.0","m              ",NA,"","Photogrammetric","NAVD88      ","US",41,"1",NA,NA,NA,NA,NA,NA,NA,NA,"44.44785","-117.36786"
"WORP99-0523","NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0523","DIXIE CREEK","River/Stream","XLON_DD=""-117.36697"";XLAT_DD=""44.44759"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2000"";INDEXVIS_C",17050202,NA,"",NA,"","44.447589999999998","-117.36696999999999",NA,"","","GPS-Unspecified","WGS84","777.0","m              ",NA,"","Other","NGVD29      ","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"44.44785","-117.36786"
