"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
7487,"22984","Stage Gulch 25 feet downstream of Stanfield WWTP outfall","45.782583000000002","-119.233611","21.399999999999999","1193384459144",NA,NA,NA,NA,0,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,581,"Umatilla","Mixing zone. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"21.399999999999999",1193384459144,1,NA,"692.0",0,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7488,"30257","OR03-0043 Pacific Ocean, 8.3 nautical miles northwest of Cape Arago","43.436872000000001","-124.46481","0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,"Outside Oregon's territorial sea. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,0,"34.0",NA,0,NA,"SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7489,"23619","DEQ1209 (OWW-8B), 27 feet east of Black Duck CL/5 feet south of Kingfisher CL","43.833877999999999","-121.457528",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"273.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7504,"35487","Salmon River Below Slick Rock Cr","45.011499999999998","-123.8854","8.3300000000000001","1240043450472",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,115,"Mid Coast",NA,0,"0.0",NA,1,NA,"91.0",0,"Salmon River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7505,"23588","Rock Creek at Hwy 26 upstream of South Fork Rock Creek (Nehalem tributary, River Mile 90.7)","45.804412999999997","-123.47374000000001","25.199999999999999","1231904458549",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1401,"North Coast",NA,0,"25.199999999999999",1231904458549,1,NA,NA,0,"Rock Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7506,"34800","Mud Springs at Paxton","44.705469999999998","-121.09253","9.3800000000000008","1210626448018",NA,NA,NA,NA,1,1,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2179,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"233.0",0,"Mud Springs Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7407,"30682","Bear Creek at Templeton Road (Long Tom River, Willamette)","44.182400000000001","-123.37990000000001","10.300000000000001","1232660442255",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,640,"Willamette",NA,0,"10.300000000000001",1232660442255,1,NA,"145.19999999999999",0,"Bear Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7408,"35912","West Fork Hood River Above the Mouth of Ladd Creek","45.478200000000001","-121.7756","12.6","1216335456049",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2146,"Hood",NA,0,"0.0",NA,1,NA,"31.0",0,"West Fork Hood River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7409,"31584","Nestucca Bay East Lobe, 0.2 nautical miles W of HWY 101 (OR04-0020)","45.172004000000001","-123.93477900000001","2.75","1239690451606",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 8.",0,NA,NA,1,"13.300000000000001",NA,0,"Nestucca Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7412,"34226","Five Rivers at Denzer Rd.","44.337220000000002","-123.82725000000001","3.29","1238291443583",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,135,"Mid Coast",NA,0,"0.0",NA,1,NA,"59.0",0,"Five Rivers","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7413,"29898","Boulder Creek","44.921458000000001","-123.69476","0.10000000000000001","1236969449207",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1007,"Mid Coast",NA,0,NA,NA,1,NA,"42.0",0,"Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7414,"10728","Willow Creek at RR Crossing (Vale)","43.988056","-117.229167","0.10000000000000001","1172295439862",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2231,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.10000000000000001",1172295439862,1,NA,"1400.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7415,"25335","Jumpoff Joe Creek","42.560518000000002","-123.28645","14.0","1234983425291",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1568,"Rogue",NA,0,"14.0",1234983425291,1,NA,"186.0",0,"Jumpoff Joe Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7410,"22928","Fishhawk Creek 10 feet upstream of Fishhawk Lake STP outfall","46.031806000000003","-123.366528","3.7000000000000002","1233366459998",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,591,"North Coast",NA,0,"3.7000000000000002",1233366459998,1,NA,"50.0",0,"Fishhawk Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7411,"25570","Lewis and Clark River downstream of Walford Johnson Creek at River Mile 6.1","46.091479999999997","-123.84589","6.5999999999999996","1238576461676",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"6.5999999999999996",1238576461676,1,"0.26000000000000001","544.0",0,"Lewis And Clark River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7420,"29463","Koberg Beach State Park","45.701630999999999","-121.474751","167.40000000000001","1240483462464",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,112,"Hood",NA,0,"167.40000000000001",1240483462464,1,NA,"146.80000000000001",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7507,"10652","Mill Creek at Capitol Street (Salem)","44.945222000000001","-123.02275","1.0","1230393449519",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,164,"Willamette",NA,0,"1.0",1230393449519,1,NA,"95.0",0,"Mill Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7508,"30472","Battle Rock State Park Beach","42.741979999999998","-124.49195","288.25","1240637462558",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR225794","Battle Rock State Park Beach",10,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"35.0",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7509,"22652","Fall Creek at hatchery, upstream of adult weir","44.406111000000003","-123.751389","2.7999999999999998","1237331443762",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,243,"Mid Coast",NA,0,"2.7999999999999998",1237331443762,1,NA,"62.299999999999997",0,"Fall Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7510,"23287","Nehalem River at Hwy 202 (Jewell)","45.935276000000002","-123.491017","48.899999999999999","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,466,"North Coast",NA,0,"48.899999999999999",1238951456889,1,NA,"102.0",0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7511,"20731","Tillamook Bay OR2072","45.497500000000002","-123.90861099999999","4.5999999999999996","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"4.5999999999999996",1239378455599,1,NA,NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7512,"28551","Long Tom River at Old River Road","44.372700000000002","-123.2612","1.8999999999999999","1232400443847",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,259,"Willamette",NA,0,"1.8999999999999999",1232400443847,1,NA,"113.0",0,"Long Tom River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7513,"33715","Malheur River - North Fork","44.142139","-118.348793","41.030000000000001","1180605437569",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4400,"Malheur",NA,0,"0.0",NA,1,NA,"78.0",0,"North Fork Malheur River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7514,"21664","Statewide Fluoride Splits - Warrenton","46.164866000000004","-123.92448",NA,NA,NA,NA,NA,NA,0,0,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"North Coast","Drinking water.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7515,"25909","Pine Creek 4 at River Mile 4.14","44.91039","-120.374076","4.0999999999999996","1204472449061",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1700,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"4.0999999999999996",1204472449061,1,NA,"310.0",0,"Pine Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7516,"34067","North Boulder Creek at mouth below Brightwood Road Bridge","45.379649999999998","-122.01828999999999","8.0000000000000002E-2","1220185453778",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1089,"Sandy",NA,0,"0.0",NA,1,NA,NA,0,"North Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7517,"33781","Marks Creek above Cougar Campground","44.451309999999999","-120.46250000000001","11.59","1205777443344",NA,NA,NA,NA,1,1,NA,"Deschutes",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4187,"Deschutes","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"300.0",0,"Marks Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7518,"23871","Necanicum River at Hwy 26 Bridge, River Mile 18.8","45.906855","-123.743483","18.300000000000001","1239277460111",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,505,"North Coast",NA,0,"18.300000000000001",1239277460111,1,NA,"61.0",0,"Necanicum River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7519,"25125","Green Point Creek (restoration site near mouth)","45.588360000000002","-121.64618","0.10000000000000001","1216443455871",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,951,"Hood",NA,0,"0.10000000000000001",1216443455871,1,NA,NA,0,"Green Point Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7520,"25176","Umpqua River at Tyee Access Road","43.430909999999997","-123.56480000000001","88.5","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,299,"Umpqua",NA,0,"88.5",1242038436694,1,NA,"81.0",0,"Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7201,"25867","Coyote Creek at Hwy 126","44.052430000000001","-123.26849","1.7","1232820440749",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,374,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.7",1232820440749,1,NA,"347.0",0,"Coyote Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7202,"24550","Jose 13048","42.120283000000001","-123.58993","0.23000000000000001","1235949421192",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1401,"Rogue","Surface water sample.",0,NA,NA,1,NA,"153.0",0,"Democrat Gulch","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7203,"31383","McGee Creek","45.430140000000002","-121.77351","2.0","1217818454561",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2772,"Hood",NA,0,"2.0",1217818454561,1,NA,"37.0",0,"McGee Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7204,"23995","OR2000-0013, Columbia River 13","45.877209999999998","-122.79263","82.299999999999997","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"North Coast",NA,0,"82.299999999999997",1240483462464,1,"5.9999999999999998E-2","132.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7549,"23118","Cooper Creek Reservoir near dam, 30 feet depth","43.379694000000001","-123.28025","2.48","1233218433779",0,"1232627433773","Cooper Creek Reservoir","StreamNet",1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,1,0,0,NA,NA,NA,NA,669,"Umpqua","Cooper Cr Reservoir site - 5 stations at same lat/long and different depths.",0,"2.5",1233218433779,1,NA,NA,0,"Cooper Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7550,"24690","53455 Hafdahl Lane (STE)","43.742337999999997","-121.500523","0.0",NA,NA,NA,NA,NA,0,0,"100K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4203,"Deschutes","Septic effluent samples only. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"1380.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7551,"20680","Little Nestucca R US of E Lobe (OR2021)","45.166111000000001","-123.9425","0.01","1239429451662",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 8.",0,"0.0",1239429451662,1,NA,NA,0,"Little Nestucca River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7552,"24238","Polk 1 (PWSID 00399) Independence, Well 1","0.0","0.0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Drinking water.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7553,"22718","Salem Airport Landfill MW-6","44.899999999999999","-122.99638899999999",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7554,"28483","Cosper Creek upstream of old railroad grade","45.064169999999997","-123.57167","0.10000000000000001","1235708450634",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,295,"Willamette",NA,0,"0.10000000000000001",1235708450634,1,NA,"124.3",0,"Cosper Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7555,"31592","Netarts Bay SE , 0.3 nautical miles N of Austin CR mouth","45.392373999999997","-123.946833","3.0299999999999998","1239524454337",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 9.",0,NA,NA,1,"30.0",NA,0,"Netarts Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7556,"29001","Calpooya Creek above Gassy Creek","43.422260000000001","-123.1306","27.800000000000001","1234686433656",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,745,"Umpqua",NA,0,"27.800000000000001",1234686433656,1,NA,"80.0",0,"Calapooya Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7557,"23102","Sand Hollow at mouth near Hwy 11","45.768971999999998","-118.55825","0.0","1185593457688",NA,NA,NA,NA,1,0,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1522,"Umatilla","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",1185593457688,1,NA,"1318.0",0,"Sand Hollow","FW",1,"Oregon Department of Environmental Quality","ODEQ",NA
7558,"23789","South Santiam River upstream of McDowell Creek","44.46031","-122.7684","26.0","1230064446867",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,423,"Willamette",NA,0,"26.0",1230064446867,1,NA,"44.0",0,"South Santiam River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7559,"34148","Cow Creek above Windy Creek (South Umpqua)","42.740099999999998","-123.41679999999999","41.060000000000002","1233379429474",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1398,"Umpqua",NA,0,"0.0",NA,1,NA,NA,0,"Cow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7560,"25658","Netarts Bay, W shore off Netarts Spit (OR2001-0022)","45.400108000000003","-123.955466","2.2000000000000002","1239524454337",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 9.",0,"2.2000000000000002",1239524454337,1,"32.600000000000001",NA,0,"Netarts Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7561,"25443","Hunter Creek at High Bridge (South Coast)","42.351388999999998","-124.35250000000001","7.2000000000000002","1244242423867",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,217,"South Coast",NA,0,"7.2000000000000002",1244242423867,1,NA,"177.0",0,"Hunter Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7562,"24138","Little River at River Mile 8","43.23189","-122.97927","9.5","1231024432977",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,971,"Umpqua",NA,0,"9.5",1231024432977,1,NA,"103.0",0,"Little River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7563,"23620","DEQOWW-9, 16 feet north of Killdeer CL/210 feet east of Sandpiper CL","43.834797000000002","-121.45158600000001",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater.",0,NA,NA,0,NA,"137.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7564,"13710","Umpqua River at West Jetty Triangle","43.666944000000001","-124.210278","0.0","1242038436694",NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 16.",0,"0.0",1242038436694,1,"34.0","300.0",0,"Umpqua River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7565,"33112","Yaquina Mainstem at Nashville Road Hwy 180 downstream of confluence with Trout Creek","44.655900000000003","-123.75449999999999","38.82","1240830446097",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,108,"Mid Coast",NA,0,"0.0",NA,1,NA,"90.0",0,"Yaquina River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7566,"11054","Mary's River at Avery Park Bridge (Corvallis)","44.556055999999998","-123.272944","0.69999999999999996","1232609445565",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,203,"Willamette",NA,0,"0.69999999999999996",1232609445565,1,NA,"138.0",0,"Marys River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7567,"30421","Canyon Creek","44.256920000000001","-118.72987000000001","26.600000000000001","1189595444224",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5745,"John Day",NA,0,"26.600000000000001",1189595444224,1,NA,"76.0",0,"Canyon Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7568,"11188","Oak Creek at Hwy 99E (Albany)","44.603555999999998","-123.112306","1.5","1231279446141",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,203,"Willamette",NA,0,"1.5",1231279446141,1,NA,"118.0",0,"Oak Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7569,"25309","South Fork Coquille River","42.760596999999997","-123.98383","51.899999999999999","1241417430803",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2146,"South Coast",NA,0,"51.899999999999999",1241417430803,1,NA,"56.0",0,"South Fork Coquille River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7570,"13395","South Slough 50 yards west of Joe Ney Slough","43.333972000000003","-124.31961099999999","0.20000000000000001","1243226433328",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"0.20000000000000001",1243226433328,1,"33.799999999999997","49500.0",0,"Joe Ney Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
7571,"33968","Luckiamute River at Kings Valley Hwy (Willamette)","44.702219999999997","-123.43194","34.850000000000001","1231480447559",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,285,"Willamette","Luckiamute River is named on 24K but not on 100K.",0,"0.0",NA,1,NA,NA,0,"Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7572,"32628","Clackamas River at drinking water intake","45.397500000000001","-123.3",NA,NA,NA,NA,NA,NA,0,0,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Incorrect lat/long (45.3975, -123.3) puts site on trib to N Yamhill R; part of Pudding pesticide pilot conducted by USGS in 2005; no source for correct location.",0,"0.0",NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7573,"15917","St. Johns Landfill Monitoring Well D3B","45.615833000000002","-122.76138899999999",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"2011.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7574,"29688","Mill Creek at Marion Road","44.834899999999998","-122.938","12.0","1230393449519",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,295,"Willamette",NA,0,"12.0",1230393449519,1,NA,"85.0",0,"Mill Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7575,"24622","DEQ2063, 50662 Deer Forest Road (MW2)","43.640422999999998","-121.569551","0.0",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4265,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"267.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7576,"22987","Umatilla River 100 feet downstream of McKay Creek mouth","45.668638999999999","-118.839861","0.10000000000000001","1188411456684",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,997,"Umatilla",NA,0,"0.10000000000000001",1188411456684,1,NA,"132.0",0,"McKay Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7901,"31910","Couse Creek downstream of Konen Rock Products","45.887740000000001","-118.36904","1.6499999999999999","1183707459103",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1299,"Walla Walla",NA,0,"0.0",NA,1,NA,NA,0,"Couse Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7917,"30207","Jones Creek at mouth","42.426822999999999","-123.286748","0.10000000000000001","1232878424261",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,942,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.10000000000000001",1232878424261,1,NA,"257.0",0,"Jones Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7918,"30256","OR03-0042 Pacific Ocean, 11.1 nautical miles west of Seaside","46.031821999999998","-124.194271","0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,"Outside Oregon's territorial sea. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,0,"34.0",NA,0,NA,"SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7919,"31879","Silver Creek at Silverton, OR","45.009","-122.7959","2.9199999999999999","1228414450001",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,1,NA,NA,NA,NA,207,"Willamette",NA,0,"0.0",NA,1,NA,"27.0",0,"Silver Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7920,"12005","McKay Creek at Kirk Road (Pendleton)","45.654443999999998","-118.82302799999999","1.5","1188411456684",NA,NA,NA,NA,1,0,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1047,"Umatilla","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.5",1188411456684,1,NA,"306.0",0,"McKay Creek","FW",1,"Oregon Department of Environmental Quality","ODEQ",NA
7921,"25324","Laughlin Creek, Trask","45.434531","-123.450847","0.02","1234515454344",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1289,"North Coast",NA,0,"0.0",1234515454344,1,NA,"84.0",0,"Laughlin Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
7922,"20661","Cathlamet Bay","46.210555999999997","-123.72361100000001","1.7","1237133462373",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"1.7",1237133462373,1,NA,NA,0,"Cathlamet Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
