"STATION","StationUse_RecordID","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","STATIONS_2012","UsabilityComments"
"25162",6785,"Emil Creek at Woodworth culvert","45.541640000000001","-121.58914","1.1000000000000001","1215870455561",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1453,"Hood",NA,0,"1.1000000000000001",1215870455561,1,NA,NA,0,"Emil Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30403",6786,"Siuslaw River","43.987009999999998","-123.63981","46.700000000000003","1241338440157",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,472,"Mid Coast",NA,0,"46.700000000000003",1241338440157,1,NA,"65.0",0,"Siuslaw River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26598",6475,"Pine Creek at River Mile 19.2 (Snake), just downstream of Hwy 86 bridge","44.871181","-117.091994","18.399999999999999","1168539449735",NA,NA,NA,NA,1,1,NA,"Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2589,"Powder",NA,0,"18.399999999999999",1168539449735,1,NA,"162.0",0,"Pine Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23842",6476,"Lake Creek at River Mile 0.035 (Cave, Sucker, East Fork Illinois, Illinois, Rogue)","42.111811000000003","-123.42413999999999","0.10000000000000001","1234257421117",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2946,"Rogue",NA,0,"0.10000000000000001",1234257421117,1,NA,"100.0",0,"Lake Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28490",6477,"Turner Creek downstream of Hay Creek","45.398330000000001","-123.27556","2.3999999999999999","1232587453714",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,325,"Willamette",NA,0,"2.3999999999999999",1232587453714,1,NA,"129.40000000000001",0,"Turner Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34072",6478,"Salmon River at mouth north of Brightwood Bridge","45.375521999999997","-122.02428999999999","0.32000000000000001","1220304453766",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1017,"Sandy",NA,0,"0.0",NA,1,NA,NA,0,"Salmon River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34490",6479,"Q Street Canal, 30 feet d/s of Dynea outfall (concrete pipe near concrete structure)","44.05386","-122.98551","5.8099999999999996","1230833440571",NA,NA,NA,NA,0,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,466,"Willamette","Mixing zone. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"0.0",NA,1,NA,"310.0",0,"Q Street Canal","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23301",6480,"Nehalem River at Foss USGS Gage","45.704224000000004","-123.75086400000001","14.9","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,223,"North Coast",NA,0,"14.9",1238951456889,1,NA,NA,0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31957",6481,"Small unnamed CR MID of Smuggler Cove","45.761049999999997","-123.96630999999999","40.939999999999998","1240637462558",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,1,0,1,1,NA,NA,"OR770138","Short Sand Beach",30,"North Coast","Estuary determined by salinty or conductivity and verified by GIS. Outlet Unnamed Creek 1239659457614.",0,"0.0",NA,1,NA,"541.0",0,"Pacific Ocean","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32057",6482,"Drift Creek at Hibbard Road (Pudding River)","44.976500000000001","-122.82980000000001","0.5","1228342449828",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,161,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Drift Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"24042",6483,"Beaver Creek downstream of La Grande Reservoir (Grande Ronde)","45.154000000000003","-118.21683","12.199999999999999","1183602452682",NA,NA,NA,NA,1,1,NA,"Lower Snake",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4754,"Grande Ronde",NA,0,"12.199999999999999",1183602452682,1,NA,"54.0",0,"Beaver Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34831",6484,"Jordan Cr. at Nunes Foot Bridge (S. Umpqua)","42.926760000000002","-123.30383","1.51","1232899429448",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,850,"Umpqua",NA,0,"0.0",NA,1,NA,"141.0",0,"Jordan Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11058",6485,"Mary's River at Hwy 34 (Philomath)","44.545721999999998","-123.38638899999999","14.1","1232609445565",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,482,"Willamette",NA,0,"14.1",1232609445565,1,NA,"115.0",0,"Marys River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33929",6487,"Silves River at West Loop Road","43.634070999999999","-119.077093","8.3699999999999992","1190333435686",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4167,"Malheur Lake",NA,0,"0.0",NA,1,NA,"173.0",0,"Silvies River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23558",6491,"Necanicum River at Hwy 53 (upstream of Bergsvik Creek)","45.901456000000003","-123.757987","17.5","1239277460111",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,394,"North Coast",NA,0,"17.5",1239277460111,1,NA,"58.0",0,"Necanicum River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29315",6492,"Sunset Bay State Park Beach, south cove","43.332439999999998","-124.37488","236.63999999999999","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR110179","Sunset Bay State Park Beach",0,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"15.800000000000001",1242091436511,1,"34.100000000000001","4873.0",0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31573",6493,"Columbia River at River Mile 8, 1.3 nautical miles south of Chinook Point","46.230362999999997","-123.92814","6.1500000000000004","1240483462464",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 3.",0,NA,NA,1,"26.899999999999999",NA,0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11115",6495,"Little Luckiamute River at Hwy 223","44.838329999999999","-123.36499999999999","7.5","1232878447914",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,236,"Willamette",NA,0,"7.5",1232878447914,1,NA,"55.0",0,"Little Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23017",6496,"Willow Creek 50 feet downstream of Heppner WWTP outfall","45.370556000000001","-119.572889","54.399999999999999","1200159457949",NA,NA,NA,NA,0,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1864,"Umatilla","Mixing zone. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"54.399999999999999",1200159457949,1,NA,"258.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29658",6497,"Eagle Creek at Snuffin Road","45.31523","-122.28145000000001","7.0999999999999996","1223833453520",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,551,"Willamette",NA,0,"7.0999999999999996",1223833453520,1,NA,NA,0,"Eagle Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32157",6499,"Wright Creek near mouth","43.32","-122.807","0.02","1228091433201",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1102,"Umpqua",NA,0,"0.0",NA,1,NA,"73.0",0,"Wright Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13448",6501,"Nestucca R at mouth","45.185499999999998","-123.95480000000001","0.20000000000000001","1239555451826",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 8.",0,"0.20000000000000001",1239555451826,1,"25.699999999999999","44000.0",0,"Nestucca River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30428",6502,"Fish Creek","42.758699999999997","-118.82789","0.90000000000000002","1188433427642",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4538,"Malheur Lake",NA,0,"0.90000000000000002",1188433427642,1,NA,"81.0",0,"Fish Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13139",6503,"Middle Fork Hood River at River Mile 1.0 (ODFW Smolt Trap)","45.561750000000004","-121.6315","1.1000000000000001","1216272455753",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1201,"Hood",NA,0,"1.1000000000000001",1216272455753,1,NA,"71.0",0,"Middle Fork Hood River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30451",6504,"Bendire Creek downstream of confluence Hunter Creek","44.022500000000001","-118.0877","5.4000000000000004","1181146439601",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4000,"Malheur",NA,0,"5.4000000000000004",1181146439601,1,NA,"111.0",0,"Bendire Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23049",6505,"Little Blitzen River at upper site near Blitzen CA","42.667389","-118.72797199999999","4.0999999999999996","1187934426736",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5355,"Malheur Lake",NA,0,"4.0999999999999996",1187934426736,1,NA,"70.400000000000006",0,"Little Blitzen River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31639",6507,"Delph Creek","45.266916999999999","-122.24391900000001","2.79","1222605452972",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1063,"Willamette",NA,0,NA,NA,1,NA,"49.0",0,"Delph Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10763",6508,"Klamath Strait at USBR Pump Station F","42.079917000000002","-121.840722","1.95","1218729420836",NA,NA,NA,NA,1,1,"24K","Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4095,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",1111111111138,1,NA,"1680.0",0,"Klamath Strait","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28413",6509,"Little River above Black Creek","43.205919999999999","-122.82226","20.460000000000001","1231024432977",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1696,"Umpqua",NA,0,NA,NA,1,NA,"98.0",0,"Little River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28290",6510,"Lost River upstream of Harpold Dam","42.170814","-121.451082","40.43","1212146420011",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4111,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"35.5",1212146420011,1,NA,"392.0",0,"Lost River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34172",6511,"Columbia River at Frenchman's Bar, rivermile 96.4 (WA)","45.684600000000003","-122.7687","96.109999999999999","1240483462464",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Willamette","Columbia River, WA - Use?",0,"0.0",NA,1,NA,"152.59999999999999",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32180",6512,"Coos Bay East, 0.3 nautical miles west of Pierce Point","43.399214000000001","-124.204958","11.19","1243397433543",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"South Coast","Estuary Source 4.",0,"0.0",NA,1,"34.5",NA,0,"Coos Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21529",6513,"Williamson River at public access downstream of Sprague River","42.571944000000002","-121.878889","12.300000000000001","1219591424414",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4167,"Klamath",NA,0,"12.300000000000001",1219591424414,1,NA,"92.0",0,"Williamson River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33677",6514,"Unnamed tributary to Cottonwood Creek","44.023808000000002","-117.57332599999999","0.5","1175656440259",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",1,0,0,0,0,0,0,0,NA,NA,NA,NA,3337,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"249.0",0,"Swede Flat Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12260",6515,"Owyhee River at mouth of Owyhee River Canyon","42.805056","-117.609444","130.69999999999999","1170244438120",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3442,"Owyhee","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"130.69999999999999",1170244438120,1,NA,"327.0",0,"Owyhee River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26793",6517,"Lemiti Creek tributary","44.909309999999998","-121.790695","0.29999999999999999","1217917449041",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4219,"Willamette",NA,0,"0.29999999999999999",1217917449041,1,NA,"25.0",0,"Lemiti Creek Trib","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29031",6518,"Marten Creek 0.3 miles from confluence with Gale Creek","44.120600000000003","-122.52509999999999","0.59999999999999998","1225299441275",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,909,"Willamette",NA,0,"0.59999999999999998",1225299441275,1,NA,"48.0",0,"Marten Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30219",6519,"OR03-0005 Pacific Ocean, 5.4 nautical miles south of Cape Ferrelo","42.013435999999999","-124.351929","351.45999999999998","1240637462558",NA,NA,NA,NA,1,1,"100K",NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"34.0",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34061",6520,"Hall Creek Rivermile 4 (Coquille) ","43.075899999999997","-124.2178","4.3200000000000003","1241892430988",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,69,"South Coast",NA,0,"0.0",NA,1,NA,NA,0,"Hall Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22654",6521,"Mohawk River at Wendling Road","44.172860999999997","-122.854083","11.6","1229753440859",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,538,"Willamette",NA,0,"11.6",1229753440859,1,NA,"75.0",0,"Mohawk River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33136",6522,"Hathaway Slough at Alderbrook Road (Kilchis)","45.506849000000003","-123.850222","1.26","1238670455014",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,20,"North Coast",NA,0,"0.0",NA,1,NA,NA,0,"Hathaway Slough","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22940",6525,"Ecola CR 200 feet US of Cannon Beach STP wetland outfall","45.899166999999998","-123.951611","1.1000000000000001","1239661458957",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,26,"North Coast",NA,0,"1.1000000000000001",1239661458957,1,NA,"65.0",0,"Ecola Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12621",6526,"Powder River 200 feet downstream of Baker City STP outfall","44.818002999999997","-117.827664","111.40000000000001","1170508447455",NA,NA,NA,NA,1,1,NA,"Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3383,"Powder",NA,1,"111.40000000000001",1170508447455,1,NA,"183.0",0,"Powder River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23281",6527,"East Fork Nehalem River at Hwy 47 (Pittsburg)","45.901439000000003","-123.14395500000001","85.5","1238951456889",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,597,"North Coast",NA,0,"85.5",1238951456889,1,NA,"145.0",0,"Nehalem River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32936",6529,"Smith River at River Mile 0.9 near north tip of Blacks Island","43.715181999999999","-124.083262","0.82999999999999996","1240888437043",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"Umpqua","Estuary Source 16.",0,"0.0",NA,1,"16.199999999999999",NA,0,"Smith River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29933",6530,"Quartz Creek","45.844042000000002","-123.556298","0.10000000000000001","1235579458459",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,449,"North Coast",NA,0,"0.10000000000000001",1235579458459,1,NA,"111.0",0,"Quartz Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32000",6531,"Allwood upstream 200 feet","45.556899999999999","-122.4319","1.46","1224573455551",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,20,"Willamette","Stations 31998, 31999, 32000, 32001 all have the same coordinates; sites should be spread along stream based on descriptions.",0,"0.0",NA,1,NA,NA,0,"Arata Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32541",6532,"Boquist Slough upstream of Pacific Campground outfall","45.486350000000002","-123.84820000000001","0.27000000000000002","1238493454831",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"North Coast","Estuary Source 15.",0,"0.0",NA,1,NA,"201.0",0,"Unnamed Stream","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"15020",6533,"Joe Ney Landfill Ss-3 surface site downstream of landfill","43.316667000000002","-124.291111","0.93999999999999995","1243114433162",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"South Coast","Surface water samples at this location. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"710.0",0,"Day Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29392",6534,"Seaside Beach at Broadway turn around","45.993699999999997","-123.93273000000001","20.120000000000001","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR329442","Seaside Beach",0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"28.5",1240013462111,1,"46.899999999999999",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33963",6535,"Baker Creek below Juliet Dam (Yamhill)","45.241","-123.32940000000001","10.199999999999999","1231850452478",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,532,"Willamette",NA,0,"0.0",NA,1,NA,"132.90000000000001",0,"Baker Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31948",6538,"Short Sand foot BR turbid runoff on trail","45.76182","-123.95668000000001","0.46000000000000002","1239654457594",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,1,NA,NA,NA,NA,98,"North Coast",NA,0,"0.0",NA,1,NA,"149.19999999999999",0,"Short Sand Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21520",6539,"Grande Ronde River at Troy downstream of Wenaha River","45.945694000000003","-117.44922200000001","44.799999999999997","1169845460718",NA,NA,NA,NA,1,1,NA,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1581,"Grande Ronde",NA,0,"44.799999999999997",1169845460718,1,NA,"126.0",0,"Grande Ronde River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33520",6540,"Shafer Creek","44.310254","-123.297062","0.12","1232955443114",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,279,"Willamette",NA,0,"0.0",NA,1,NA,"82.0",0,"Shafer Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29240",6541,"South Beach, 0.3 km south of day use restroom","44.599699999999999","-124.07025","140.30000000000001","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,NA,NA,"OR627686","South Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"41.299999999999997",1240682445993,1,"33.299999999999997",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"12535",6545,"Payne Creek at culvert (Phoenix)","42.279139000000001","-122.810056","2.1000000000000001","1228096422801",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1486,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"2.1000000000000001",1228096422801,1,NA,"625.0",0,"Payne Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33477",6547,"Willamette River tributary at River Mile 0.3","45.468654999999998","-122.679593","0.68999999999999995","1226667454690",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,240,"Willamette",NA,0,"0.0",NA,1,NA,"144.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10783",6549,"Thomas Creek at Kelly Road (Riverside School)","44.690666999999998","-122.93688899999999","2.2000000000000002","1229666446777",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,246,"Willamette",NA,0,"2.2000000000000002",1229666446777,1,NA,"76.0",0,"Thomas Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"20693",6550,"Umpqua River","43.725278000000003","-124.145833","4.7999999999999998","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"Umpqua","Estuary Source 16.",0,"4.7999999999999998",1242038436694,1,NA,NA,0,"Umpqua River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29326",6551,"Yachats Wayside Beach-North (Yachats River)","44.309460000000001","-124.10523000000001","161.63999999999999","1240637462558",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR461207","Yachats Wayside Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.20000000000000001",1241083443079,1,"32.799999999999997","578.0",0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22665",6553,"Nestucca Bay near mouth","45.160088000000002","-123.9676","0.20000000000000001","1239690451606",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 8.",0,"0.20000000000000001",1239690451606,1,"32.0",NA,0,"Nestucca Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34038",6554,"Baker Creek upstream of Juliette Dam at bridge (North Yamhill)","45.229799999999997","-123.3192","9.2400000000000002","1231850452478",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,348,"Willamette",NA,0,"0.0",NA,1,NA,"128.69999999999999",0,"Baker Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29306",6552,"Sporthaven Beach at restroom (200 meters southeast of jetty)","42.043799999999997","-124.26779999999999","353.25999999999999","1240637462558",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR550486","Sporthaven Beach",7,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"46.700000000000003",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13382",6555,"Coos Bay at Marker #36","43.406944000000003","-124.218611","10.699999999999999","1243397433543",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"10.699999999999999",1243397433543,1,"240.0","48000.0",0,"Coos Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13680",6559,"Coquille Bay at Bandon Boat Launch-Conc. Pier","43.120750000000001","-124.412944","0.69999999999999996","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 5.",0,"0.69999999999999996",1244273431235,1,"33.799999999999997",NA,0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34865",6560,"Seaside PWS Pumphouse, S Fork Necanicum River, RM 1.21","45.89376","-123.83515","1.24","1238483459028",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,240,"North Coast",NA,0,"0.0",NA,1,NA,"54.0",0,"South Fork Necanicum River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25582",6561,"Clatskanie River at Nehalem Street Bridge (River Mile 1.5)","46.105980000000002","-123.20208","1.5","1232215461207",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"1.5",1232215461207,1,"5.0000000000000003E-2","119.09999999999999",0,"Clatskanie River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
